"Category","Subcategory","Enrichment","P-value","P-adjusted","Q-value","Observed","miRNAs/precursors"
"Annotations derived over miRTarBase (Gene Ontology)","fibroblast growth factor receptor signaling pathway GO0008543","enriched","0.0071226","0.0071226","0.456712","8","hsa-miR-1307-3p; hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-5572; hsa-miR-575; hsa-miR-6088; hsa-miR-6802-5p; hsa-miR-4675"
"Annotations derived over miRTarBase (Gene Ontology)","Golgi apparatus GO0005794","enriched","0.0074966","0.0074966","0.456712","39","hsa-miR-3184-5p; hsa-miR-1307-3p; hsa-miR-4732-5p; hsa-miR-92a-2-5p; hsa-miR-4730; hsa-miR-125a-3p; hsa-miR-4648; hsa-miR-6869-5p; hsa-miR-1228-5p; hsa-miR-8069; hsa-miR-5572; hsa-miR-4481; hsa-miR-4783-3p; hsa-miR-575; hsa-miR-1203; hsa-miR-6787-5p; hsa-miR-6088; hsa-miR-6802-5p; hsa-miR-7110-5p; hsa-miR-92b-5p; hsa-miR-4787-5p; hsa-miR-3180; hsa-miR-1233-5p; hsa-miR-6805-5p; hsa-miR-8073; hsa-miR-6857-5p; hsa-miR-128-1-5p; hsa-miR-3940-5p; hsa-miR-4675; hsa-miR-6131; hsa-miR-663a; hsa-miR-4258; hsa-miR-1238-5p; hsa-miR-4734; hsa-miR-4706; hsa-miR-1343-3p; hsa-miR-4276; hsa-miR-4687-5p; hsa-miR-6746-5p"
"Diseases (MNDR)","Her2-receptor positive breast cancer","enriched","0.0074966","0.0074966","0.309465","6","hsa-miR-1307-3p; hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-1228-5p; hsa-miR-575; hsa-miR-92b-5p"
"Annotations derived over miRTarBase (Gene Ontology)","polysomal ribosome GO0042788","enriched","0.0077597","0.0077597","0.456712","12","hsa-miR-3184-5p; hsa-miR-1307-3p; hsa-miR-4732-5p; hsa-miR-92a-2-5p; hsa-miR-4730; hsa-miR-125a-3p; hsa-miR-5572; hsa-miR-92b-5p; hsa-miR-1343-3p; hsa-miR-4276; hsa-miR-4687-5p; hsa-miR-6784-5p"
"Annotations derived over miRTarBase (Gene Ontology)","protein glycosylation GO0006486","enriched","0.0081922","0.0081922","0.456712","9","hsa-miR-1307-3p; hsa-miR-4732-5p; hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-4648; hsa-miR-8069; hsa-miR-92b-5p; hsa-miR-1343-3p; hsa-miR-6746-5p"
"Annotations derived over miRTarBase (Gene Ontology)","synaptic vesicle membrane GO0030672","enriched","0.0084068","0.0084068","0.456712","10","hsa-miR-3184-5p; hsa-miR-1307-3p; hsa-miR-125a-3p; hsa-miR-6869-5p; hsa-miR-1228-5p; hsa-miR-4481; hsa-miR-6787-5p; hsa-miR-7110-5p; hsa-miR-3180; hsa-miR-663a"
"Annotations derived over miRTarBase (Gene Ontology)","U2-type spliceosomal complex GO0005684","enriched","0.0084567","0.0084567","0.456712","3","hsa-miR-3184-5p; hsa-miR-1307-3p; hsa-miR-8069"
"Annotations derived over miRTarBase (Gene Ontology)","miRNA transport GO1990428","enriched","0.0084567","0.0084567","0.456712","3","hsa-miR-1307-3p; hsa-miR-4732-5p; hsa-miR-8069"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis GO1903589","enriched","0.0084567","0.0084567","0.456712","3","hsa-miR-125a-3p; hsa-miR-4648; hsa-miR-8069"
"Tissue specific (isomiRdb)","plasma specific","depleted","0.0084567","0.0084567","0.0845666","3","hsa-miR-4787-3p; hsa-miR-4276; hsa-miR-6880-3p"
"Pathways (KEGG)","Cellular senescence","enriched","0.0084722","0.0084722","0.338134","29","hsa-miR-3184-5p; hsa-miR-1307-3p; hsa-miR-4732-5p; hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-4648; hsa-miR-6869-5p; hsa-miR-1228-5p; hsa-miR-8069; hsa-miR-5572; hsa-miR-4481; hsa-miR-575; hsa-miR-6787-5p; hsa-miR-6088; hsa-miR-6802-5p; hsa-miR-7110-5p; hsa-miR-92b-5p; hsa-miR-3180; hsa-miR-1233-5p; hsa-miR-6805-5p; hsa-miR-6857-5p; hsa-miR-128-1-5p; hsa-miR-3940-5p; hsa-miR-4675; hsa-miR-6131; hsa-miR-663a; hsa-miR-1343-3p; hsa-miR-4276; hsa-miR-6746-5p"
"Annotations derived over miRTarBase (Gene Ontology)","regulation of G1S transition of mitotic cell cycle GO2000045","enriched","0.0089368","0.0089368","0.456712","19","hsa-miR-1307-3p; hsa-miR-4732-5p; hsa-miR-92a-2-5p; hsa-miR-4648; hsa-miR-6869-5p; hsa-miR-5572; hsa-miR-6787-5p; hsa-miR-6088; hsa-miR-6802-5p; hsa-miR-7110-5p; hsa-miR-92b-5p; hsa-miR-4787-5p; hsa-miR-3180; hsa-miR-1233-5p; hsa-miR-6805-5p; hsa-miR-4675; hsa-miR-663a; hsa-miR-1343-3p; hsa-miR-4276"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of mitochondrial fission GO0090141","enriched","0.0093627","0.0093627","0.456712","4","hsa-miR-3184-5p; hsa-miR-125a-3p; hsa-miR-4481; hsa-miR-1203"
"Annotations derived over miRTarBase (Gene Ontology)","protein autoubiquitination GO0051865","enriched","0.009508","0.009508","0.456712","20","hsa-miR-3184-5p; hsa-miR-1307-3p; hsa-miR-4732-5p; hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-4648; hsa-miR-6869-5p; hsa-miR-1228-5p; hsa-miR-5572; hsa-miR-575; hsa-miR-6088; hsa-miR-6802-5p; hsa-miR-92b-5p; hsa-miR-1233-5p; hsa-miR-6805-5p; hsa-miR-8073; hsa-miR-4675; hsa-miR-1238-5p; hsa-miR-4276; hsa-miR-6746-5p"
"Annotations derived over miRTarBase (Gene Ontology)","cellular response to UV-B GO0071493","enriched","0.0096872","0.0096872","0.456712","11","hsa-miR-4732-5p; hsa-miR-125a-3p; hsa-miR-4648; hsa-miR-5572; hsa-miR-6787-5p; hsa-miR-6802-5p; hsa-miR-7110-5p; hsa-miR-3180; hsa-miR-1233-5p; hsa-miR-6805-5p; hsa-miR-663a"
"Annotations derived over miRTarBase (Gene Ontology)","MAP-kinase scaffold activity GO0005078","enriched","0.0099668","0.0099668","0.456712","4","hsa-miR-3184-5p; hsa-miR-4732-5p; hsa-miR-92a-2-5p; hsa-miR-3180"
"Annotations derived over miRTarBase (Gene Ontology)","embryonic hemopoiesis GO0035162","enriched","0.0099668","0.0099668","0.456712","4","hsa-miR-3184-5p; hsa-miR-4732-5p; hsa-miR-92a-2-5p; hsa-miR-4675"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of vascular endothelial cell proliferation GO1905564","enriched","0.0099668","0.0099668","0.456712","4","hsa-miR-3184-5p; hsa-miR-1307-3p; hsa-miR-92a-2-5p; hsa-miR-4276"
"Annotations derived over miRTarBase (Gene Ontology)","postreplication repair GO0006301","enriched","0.0099882","0.0099882","0.456712","7","hsa-miR-3184-5p; hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-6869-5p; hsa-miR-8069; hsa-miR-6088; hsa-miR-8073"
"Annotations derived over miRTarBase (Gene Ontology)","ubiquitin ligase complex GO0000151","enriched","0.0100749","0.0100749","0.456712","19","hsa-miR-3184-5p; hsa-miR-1307-3p; hsa-miR-4732-5p; hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-4648; hsa-miR-6869-5p; hsa-miR-1228-5p; hsa-miR-8069; hsa-miR-575; hsa-miR-7110-5p; hsa-miR-3180; hsa-miR-1233-5p; hsa-miR-6805-5p; hsa-miR-8073; hsa-miR-128-1-5p; hsa-miR-4276; hsa-miR-4687-5p; hsa-miR-6746-5p"
"Annotations derived over miRTarBase (Gene Ontology)","MIS12MIND type complex GO0000444","depleted","0.010101","0.010101","0.456712","2","hsa-miR-4687-5p; hsa-miR-6746-5p"
"Annotations derived over miRTarBase (Gene Ontology)","axonal transport of mitochondrion GO0019896","depleted","0.010101","0.010101","0.456712","2","hsa-miR-4687-5p; hsa-miR-6746-5p"
"Annotations derived over miRTarBase (Gene Ontology)","cytoplasmic side of rough endoplasmic reticulum membrane GO0098556","enriched","0.010101","0.010101","0.456712","2","hsa-miR-1307-3p; hsa-miR-4730"
"Target genes (miRTarBase)","ADGRB2","depleted","0.010101","0.010101","0.384805","2","hsa-miR-4687-5p; hsa-miR-6746-5p"
"Target genes (miRTarBase)","DSN1","depleted","0.010101","0.010101","0.384805","2","hsa-miR-4687-5p; hsa-miR-6746-5p"
"Target genes (miRTarBase)","RPS28","enriched","0.010101","0.010101","0.384805","2","hsa-miR-1307-3p; hsa-miR-4730"
"Annotations derived over miRTarBase (Gene Ontology)","cellular response to hydrogen peroxide GO0070301","enriched","0.0108475","0.0108475","0.456712","15","hsa-miR-3184-5p; hsa-miR-1307-3p; hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-6787-5p; hsa-miR-6088; hsa-miR-6802-5p; hsa-miR-7110-5p; hsa-miR-4787-5p; hsa-miR-3180; hsa-miR-1233-5p; hsa-miR-6805-5p; hsa-miR-8073; hsa-miR-6131; hsa-miR-663a"
"Annotations derived over miRTarBase (Gene Ontology)","protein-cysteine S-palmitoyltransferase activity GO0019706","enriched","0.0112651","0.0112651","0.456712","8","hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-6869-5p; hsa-miR-4481; hsa-miR-6088; hsa-miR-6802-5p; hsa-miR-7110-5p; hsa-miR-8073"
"Annotations derived over miRTarBase (Gene Ontology)","negative regulation of cell division GO0051782","enriched","0.0113163","0.0113163","0.456712","6","hsa-miR-3184-5p; hsa-miR-1307-3p; hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-3940-5p; hsa-miR-4675"
"Annotations derived over miRTarBase (Gene Ontology)","negative regulation of transposition GO0010529","enriched","0.0113163","0.0113163","0.456712","6","hsa-miR-3184-5p; hsa-miR-1307-3p; hsa-miR-4732-5p; hsa-miR-125a-3p; hsa-miR-8073; hsa-miR-128-1-5p"
"Annotations derived over miRTarBase (Gene Ontology)","phagophore assembly site membrane GO0034045","enriched","0.0114226","0.0114226","0.456712","7","hsa-miR-3184-5p; hsa-miR-1307-3p; hsa-miR-4648; hsa-miR-4783-3p; hsa-miR-575; hsa-miR-7110-5p; hsa-miR-1233-5p"
"Annotations derived over miRTarBase (Gene Ontology)","telomerase holoenzyme complex GO0005697","enriched","0.0114226","0.0114226","0.456712","7","hsa-miR-1307-3p; hsa-miR-4648; hsa-miR-575; hsa-miR-1203; hsa-miR-6088; hsa-miR-92b-5p; hsa-miR-1233-5p"
"Annotations derived over miRTarBase (Gene Ontology)","Myc-Max complex GO0071943","enriched","0.0116279","0.0116279","0.456712","3","hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-5572"
"Annotations derived over miRTarBase (Gene Ontology)","developmental growth GO0048589","enriched","0.0116279","0.0116279","0.456712","3","hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-5572"
"Annotations derived over miRTarBase (Gene Ontology)","mammary gland development GO0030879","enriched","0.0116279","0.0116279","0.456712","3","hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-5572"
"Annotations derived over miRTarBase (Gene Ontology)","nitric-oxide synthase binding GO0050998","enriched","0.0116279","0.0116279","0.456712","3","hsa-miR-3184-5p; hsa-miR-1307-3p; hsa-miR-5572"
"Annotations derived over miRTarBase (Gene Ontology)","odontogenesis of dentin-containing tooth GO0042475","enriched","0.0116279","0.0116279","0.456712","3","hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-5572"
"Annotations derived over miRTarBase (Gene Ontology)","triglyceride metabolic process GO0006641","enriched","0.0116279","0.0116279","0.456712","3","hsa-miR-1307-3p; hsa-miR-125a-3p; hsa-miR-5572"
"Pathways (KEGG)","mRNA surveillance pathway","enriched","0.0117982","0.0117982","0.338134","20","hsa-miR-1307-3p; hsa-miR-4732-5p; hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-6869-5p; hsa-miR-5572; hsa-miR-4783-3p; hsa-miR-575; hsa-miR-1203; hsa-miR-6088; hsa-miR-7110-5p; hsa-miR-3180; hsa-miR-1233-5p; hsa-miR-6805-5p; hsa-miR-8073; hsa-miR-6857-5p; hsa-miR-128-1-5p; hsa-miR-4675; hsa-miR-6131; hsa-miR-1343-3p"
"Annotations derived over miRTarBase (Gene Ontology)","regulation of stress-activated MAPK cascade GO0032872","enriched","0.0119926","0.0119926","0.456712","8","hsa-miR-1307-3p; hsa-miR-4732-5p; hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-6869-5p; hsa-miR-6088; hsa-miR-6857-5p; hsa-miR-4675"
"Annotations derived over miRTarBase (Gene Ontology)","ribosomal small subunit biogenesis GO0042274","enriched","0.0119926","0.0119926","0.456712","8","hsa-miR-1307-3p; hsa-miR-92a-2-5p; hsa-miR-4730; hsa-miR-125a-3p; hsa-miR-6869-5p; hsa-miR-6088; hsa-miR-3940-5p; hsa-miR-1343-3p"
"Annotations derived over miRTarBase (Gene Ontology)","ion binding GO0043167","depleted","0.0129937","0.0129937","0.456712","4","hsa-miR-3940-5p; hsa-miR-4258; hsa-miR-4734; hsa-miR-1343-3p"
"Annotations derived over miRTarBase (Gene Ontology)","negative regulation of type II interferon production GO0032689","enriched","0.0133143","0.0133143","0.456712","8","hsa-miR-1307-3p; hsa-miR-92a-2-5p; hsa-miR-6869-5p; hsa-miR-575; hsa-miR-6088; hsa-miR-7110-5p; hsa-miR-1233-5p; hsa-miR-8073"
"Annotations derived over miRTarBase (Gene Ontology)","glutathione metabolic process GO0006749","enriched","0.0133376","0.0133376","0.456712","9","hsa-miR-1307-3p; hsa-miR-92a-2-5p; hsa-miR-4648; hsa-miR-6869-5p; hsa-miR-8069; hsa-miR-5572; hsa-miR-7110-5p; hsa-miR-6805-5p; hsa-miR-1343-3p"
"Annotations derived over miRTarBase (Gene Ontology)","K63-linked polyubiquitin modification-dependent protein binding GO0070530","enriched","0.0133789","0.0133789","0.456712","6","hsa-miR-3184-5p; hsa-miR-1307-3p; hsa-miR-4648; hsa-miR-8069; hsa-miR-575; hsa-miR-6746-5p"
"Annotations derived over miRTarBase (Gene Ontology)","cytoskeleton-dependent intracellular transport GO0030705","enriched","0.0135458","0.0135458","0.456712","7","hsa-miR-1307-3p; hsa-miR-4732-5p; hsa-miR-125a-3p; hsa-miR-6869-5p; hsa-miR-575; hsa-miR-6088; hsa-miR-6131"
"Annotations derived over miRTarBase (Gene Ontology)","cytosolic small ribosomal subunit GO0022627","enriched","0.0135458","0.0135458","0.456712","7","hsa-miR-1307-3p; hsa-miR-4730; hsa-miR-125a-3p; hsa-miR-8069; hsa-miR-575; hsa-miR-6088; hsa-miR-6131"
"Annotations derived over miRTarBase (Gene Ontology)","histone H4K12 acetyltransferase activity GO0043997","enriched","0.0135458","0.0135458","0.456712","7","hsa-miR-92a-2-5p; hsa-miR-5572; hsa-miR-4481; hsa-miR-575; hsa-miR-6787-5p; hsa-miR-6088; hsa-miR-663a"
"Annotations derived over miRTarBase (Gene Ontology)","histone H4K5 acetyltransferase activity GO0043995","enriched","0.0135458","0.0135458","0.456712","7","hsa-miR-92a-2-5p; hsa-miR-5572; hsa-miR-4481; hsa-miR-575; hsa-miR-6787-5p; hsa-miR-6088; hsa-miR-663a"
"Annotations derived over miRTarBase (Gene Ontology)","histone H4K8 acetyltransferase activity GO0043996","enriched","0.0135458","0.0135458","0.456712","7","hsa-miR-92a-2-5p; hsa-miR-5572; hsa-miR-4481; hsa-miR-575; hsa-miR-6787-5p; hsa-miR-6088; hsa-miR-663a"
"Annotations derived over miRTarBase (Gene Ontology)","store-operated calcium entry GO0002115","enriched","0.0135458","0.0135458","0.456712","7","hsa-miR-3184-5p; hsa-miR-1307-3p; hsa-miR-92a-2-5p; hsa-miR-8069; hsa-miR-575; hsa-miR-6088; hsa-miR-6131"
"Pathways (KEGG)","Nucleotide excision repair","enriched","0.0135458","0.0135458","0.338134","7","hsa-miR-6869-5p; hsa-miR-8069; hsa-miR-5572; hsa-miR-4481; hsa-miR-575; hsa-miR-6088; hsa-miR-6131"
"Annotations derived over miRTarBase (Gene Ontology)","cyclin-dependent protein kinase holoenzyme complex GO0000307","enriched","0.0139556","0.0139556","0.456712","17","hsa-miR-1307-3p; hsa-miR-4732-5p; hsa-miR-125a-3p; hsa-miR-4648; hsa-miR-8069; hsa-miR-5572; hsa-miR-575; hsa-miR-6787-5p; hsa-miR-6802-5p; hsa-miR-7110-5p; hsa-miR-3180; hsa-miR-1233-5p; hsa-miR-6805-5p; hsa-miR-8073; hsa-miR-3940-5p; hsa-miR-4675; hsa-miR-663a"
"Annotations derived over miRTarBase (Gene Ontology)","cyclin binding GO0030332","enriched","0.0139556","0.0139556","0.456712","17","hsa-miR-3184-5p; hsa-miR-1307-3p; hsa-miR-4732-5p; hsa-miR-125a-3p; hsa-miR-4648; hsa-miR-5572; hsa-miR-575; hsa-miR-6787-5p; hsa-miR-6802-5p; hsa-miR-7110-5p; hsa-miR-3180; hsa-miR-1233-5p; hsa-miR-6805-5p; hsa-miR-8073; hsa-miR-663a; hsa-miR-1343-3p; hsa-miR-4276"
"Annotations derived over miRTarBase (Gene Ontology)","molecular function inhibitor activity GO0140678","enriched","0.0139556","0.0139556","0.456712","17","hsa-miR-3184-5p; hsa-miR-1307-3p; hsa-miR-4732-5p; hsa-miR-4648; hsa-miR-5572; hsa-miR-575; hsa-miR-1203; hsa-miR-6787-5p; hsa-miR-6802-5p; hsa-miR-7110-5p; hsa-miR-3180; hsa-miR-1233-5p; hsa-miR-6805-5p; hsa-miR-8073; hsa-miR-663a; hsa-miR-1343-3p; hsa-miR-4276"
"Annotations derived over miRTarBase (Gene Ontology)","cellular response to epidermal growth factor stimulus GO0071364","enriched","0.0139864","0.0139864","0.456712","5","hsa-miR-3184-5p; hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-4481; hsa-miR-7110-5p"
"Annotations derived over miRTarBase (Gene Ontology)","oligosaccharide biosynthetic process GO0009312","enriched","0.0139864","0.0139864","0.456712","5","hsa-miR-1307-3p; hsa-miR-125a-3p; hsa-miR-4648; hsa-miR-8069; hsa-miR-6746-5p"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of neuron migration GO2001224","enriched","0.0139864","0.0139864","0.456712","5","hsa-miR-3184-5p; hsa-miR-92a-2-5p; hsa-miR-8069; hsa-miR-1203; hsa-miR-7110-5p"
"Pathways (KEGG)","Mucin type O-glycan biosynthesis","enriched","0.0139864","0.0139864","0.338134","5","hsa-miR-1307-3p; hsa-miR-4732-5p; hsa-miR-6869-5p; hsa-miR-6088; hsa-miR-7110-5p"
"Annotations derived over miRTarBase (Gene Ontology)","SH3 domain binding GO0017124","enriched","0.0140199","0.0140199","0.456712","21","hsa-miR-3184-5p; hsa-miR-1307-3p; hsa-miR-125a-3p; hsa-miR-4648; hsa-miR-6869-5p; hsa-miR-8069; hsa-miR-5572; hsa-miR-4481; hsa-miR-575; hsa-miR-6787-5p; hsa-miR-6088; hsa-miR-6802-5p; hsa-miR-7110-5p; hsa-miR-92b-5p; hsa-miR-1233-5p; hsa-miR-8073; hsa-miR-6857-5p; hsa-miR-128-1-5p; hsa-miR-6131; hsa-miR-663a; hsa-miR-4706"
"Annotations derived over miRTarBase (Gene Ontology)","endosome membrane GO0010008","enriched","0.0140199","0.0140199","0.456712","24","hsa-miR-3184-5p; hsa-miR-1307-3p; hsa-miR-4732-5p; hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-6869-5p; hsa-miR-1228-5p; hsa-miR-4481; hsa-miR-575; hsa-miR-1203; hsa-miR-6787-5p; hsa-miR-6088; hsa-miR-7110-5p; hsa-miR-4787-5p; hsa-miR-3180; hsa-miR-1233-5p; hsa-miR-6805-5p; hsa-miR-8073; hsa-miR-6857-5p; hsa-miR-128-1-5p; hsa-miR-663a; hsa-miR-1343-3p; hsa-miR-4276; hsa-miR-6746-5p"
"Annotations derived over miRTarBase (Gene Ontology)","mitochondrial matrix GO0005759","enriched","0.0144036","0.0144036","0.456712","32","hsa-miR-3184-5p; hsa-miR-1307-3p; hsa-miR-4732-5p; hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-4648; hsa-miR-6869-5p; hsa-miR-1228-5p; hsa-miR-8069; hsa-miR-4481; hsa-miR-4783-3p; hsa-miR-575; hsa-miR-6787-5p; hsa-miR-6088; hsa-miR-6802-5p; hsa-miR-7110-5p; hsa-miR-92b-5p; hsa-miR-4787-5p; hsa-miR-3180; hsa-miR-1233-5p; hsa-miR-6805-5p; hsa-miR-8073; hsa-miR-6857-5p; hsa-miR-6131; hsa-miR-663a; hsa-miR-4258; hsa-miR-4706; hsa-miR-1343-3p; hsa-miR-4276; hsa-miR-4687-5p; hsa-miR-6746-5p; hsa-miR-6880-3p"
"Pathways (KEGG)","Ribosome biogenesis in eukaryotes","enriched","0.0147313","0.0147313","0.338134","14","hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-1228-5p; hsa-miR-4481; hsa-miR-575; hsa-miR-1203; hsa-miR-6088; hsa-miR-7110-5p; hsa-miR-92b-5p; hsa-miR-3180; hsa-miR-1233-5p; hsa-miR-8073; hsa-miR-6857-5p; hsa-miR-4687-5p"
"Annotations derived over miRTarBase (Gene Ontology)","2-oxoglutarate-dependent dioxygenase activity GO0016706","enriched","0.0151515","0.0151515","0.456712","2","hsa-miR-4732-5p; hsa-miR-125a-3p"
"Annotations derived over miRTarBase (Gene Ontology)","Golgi ribbon formation GO0090161","enriched","0.0151515","0.0151515","0.456712","2","hsa-miR-1307-3p; hsa-miR-125a-3p"
"Annotations derived over miRTarBase (Gene Ontology)","H4K20me3 modified histone binding GO1990889","enriched","0.0151515","0.0151515","0.456712","2","hsa-miR-3184-5p; hsa-miR-125a-3p"
"Annotations derived over miRTarBase (Gene Ontology)","L-asparagine transmembrane transporter activity GO0015182","enriched","0.0151515","0.0151515","0.456712","2","hsa-miR-92a-2-5p; hsa-miR-125a-3p"
"Annotations derived over miRTarBase (Gene Ontology)","MDM2MDM4 family protein binding GO0097371","enriched","0.0151515","0.0151515","0.456712","2","hsa-miR-92a-2-5p; hsa-miR-125a-3p"
"Annotations derived over miRTarBase (Gene Ontology)","N-acetylneuraminate metabolic process GO0006054","enriched","0.0151515","0.0151515","0.456712","2","hsa-miR-1307-3p; hsa-miR-125a-3p"
"Annotations derived over miRTarBase (Gene Ontology)","N-acylmannosamine kinase activity GO0009384","enriched","0.0151515","0.0151515","0.456712","2","hsa-miR-1307-3p; hsa-miR-125a-3p"
"Annotations derived over miRTarBase (Gene Ontology)","RNA polymerase II transcription repressor complex GO0090571","enriched","0.0151515","0.0151515","0.456712","2","hsa-miR-92a-2-5p; hsa-miR-125a-3p"
"Annotations derived over miRTarBase (Gene Ontology)","SUMO ligase complex GO0106068","enriched","0.0151515","0.0151515","0.456712","2","hsa-miR-4730; hsa-miR-125a-3p"
"Annotations derived over miRTarBase (Gene Ontology)","T cell activation involved in immune response GO0002286","enriched","0.0151515","0.0151515","0.456712","2","hsa-miR-92a-2-5p; hsa-miR-125a-3p"
"Annotations derived over miRTarBase (Gene Ontology)","UDP-N-acetylglucosamine 2-epimerase activity GO0008761","enriched","0.0151515","0.0151515","0.456712","2","hsa-miR-1307-3p; hsa-miR-125a-3p"
"Annotations derived over miRTarBase (Gene Ontology)","adenylate kinase activity GO0004017","enriched","0.0151515","0.0151515","0.456712","2","hsa-miR-3184-5p; hsa-miR-125a-3p"
"Annotations derived over miRTarBase (Gene Ontology)","antigen processing and presentation of peptide antigen via MHC class I GO0002474","enriched","0.0151515","0.0151515","0.456712","2","hsa-miR-1307-3p; hsa-miR-125a-3p"
"Annotations derived over miRTarBase (Gene Ontology)","arrestin family protein binding GO1990763","enriched","0.0151515","0.0151515","0.456712","2","hsa-miR-92a-2-5p; hsa-miR-125a-3p"
"Annotations derived over miRTarBase (Gene Ontology)","ascending aorta morphogenesis GO0035910","depleted","0.0151515","0.0151515","0.456712","2","hsa-miR-4276; hsa-miR-4687-5p"
