Score,SuperPath Name,# SuperPath Total Genes,# SuperPath Matched Genes,Matched Genes (Symbols),Evidence URL
12.07,Programmed Cell Death,213,42,"STAT3, MAPK1, HSP90AA1, PPP3R1, SFN, IRF2, TP53, RNF103-CHMP3, OCLN, KPNA1, ACIN1, DCC, APAF1, BBC3, CTNNB1, XIAP, H1-0, H1-4, OGT, CHMP3, DYNLL2, BCAP31, HMGB1, YWHAB, YWHAE, HMGB2, BCL2L1, BCL2L11, YWHAZ, TNFRSF10B, AKT1, APPL1, AKT3, TRADD, SEM1, PAK2, CDC37, CYCS, PMAIP1, UNC5B, PSMD11, DFFA",https://pathcards.genecards.org/card/programmed_cell_death
11.97,IL2 Signaling Events Mediated By STAT5,74,20,"MAP2K1, STAT3, CCND2, SP1, MYC, HSP90AA1, SOCS1, MAPKAPK2, UGCG, JAK3, SHC1, BCL2L1, IKZF3, AKT1, PRKCB, TERT, RHOA, IL2RA, CDK2, CDK6",https://pathcards.genecards.org/card/il2_signaling_events_mediated_by_stat5
11.95,Apoptosis-related Network Due to Altered Notch3 in Ovarian Cancer,52,16,"MAPK1, F2R, ABL1, JUND, TNFRSF10B, AKT1, ERN1, TRAF1, PAK2, TNFRSF21, VAV3, BIRC5, IL7R, THBS1, CDKN1A, CDKN1B",https://pathcards.genecards.org/card/apoptosis-related_network_due_to_altered_notch3_in_ovarian_cancer
11.90,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling",135,30,"MDM2, MAPK1, KITLG, FGF19, FGF5, FGF7, STRN, PPP2R5C, PPP2R5D, IRAK4, PHLPP2, TRIB3, CD28, ERBB2, AKT1, AKT1S1, CREB1, AKT3, PDGFRA, TRAF6, RHOG, PDPK1, RICTOR, TGFA, ESR1, ESR2, EGF, THEM4, CDKN1A, CDKN1B",https://pathcards.genecards.org/card/pi5p_pp2a_and_ier3_regulate_pi3kakt_signaling
11.88,"Role of Hypoxia, Angiogenesis, and FGF Pathway in OA Chondrocyte Hypertrophy",47,15,"STAT3, CEBPB, VEGFA, MAPK1, DIO2, COL1A1, COL3A1, VHL, HIF1A, FOSL1, FOSL2, DDR2, JUND, AKT1, AKT3",https://pathcards.genecards.org/card/role_of_hypoxia_angiogenesis_and_fgf_pathway_in_oa_chondrocyte_hypertrophy
11.87,B Cell Receptor Signaling Pathway,148,32,"CAPN1, MAP2K1, MAP2K3, CAPN5, CAPN6, MAP2K4, MAP2K6, MAP3K2, RAP1B, MAPK1, PTPN6, PPP3R1, TLN1, MAPK6, MAPK7, NRAS, CD28, BCAP31, YWHAB, BCL2L1, AKT1, AKT1S1, CREB1, CREB3L2, ACTN4, AKT3, PRKCB, PRKCH, CREBZF, RAC3, CAMK4, ELK1",https://pathcards.genecards.org/card/b_cell_receptor_signaling_pathway
11.84,Photodynamic Therapy-induced HIF-1 Survival Signaling,37,13,"SLC16A1, VEGFA, LDHA, TP53, HIF1A, PKM, SLC2A1, BCL2L1, EDN1, PMAIP1, BIRC5, TGFA, MCL1",https://pathcards.genecards.org/card/photodynamic_therapy-induced_hif-1_survival_signaling
11.78,G12-G13 in Cellular Signaling,123,28,"MAP2K1, MAP2K3, MAP2K4, MAP2K6, MAPK1, F2RL3, MAPK6, MAPK7, GNA13, NRAS, CTNNB1, PXN, RRAS, RRAS2, IKBKG, AKT1, AKT3, RHOA, PDPK1, VAV3, FZD6, FZD9, RAC3, CDH5, CDH6, LPAR2, ELK1, MEF2D",https://pathcards.genecards.org/card/g12-g13_in_cellular_signaling
11.72,Immune Response IL-2 Activation and Signaling Pathway,75,20,"MAP2K1, MYC, MAPK1, PTPN6, SOCS1, SMAD3, JAK3, HMGA1, FOSL1, FOSL2, SHC1, JUND, POU2F1, AKT1, AKT3, PIM1, IL2RA, PDPK1, SIRPA, ELK1",https://pathcards.genecards.org/card/immune_response_il-2_activation_and_signaling_pathway
11.66,G-AlphaQ Signaling,216,42,"MAP2K1, STAT3, GATA2, MAPK1, MAPK13, F2R, F2RL3, PPP3R1, CAV1, RND2, GNA13, GNAI2, NRAS, GNB5, ITPR1, ITPR2, RRAS, RRAS2, IKBKG, PLCD3, PLCE1, AKT1, PRKACB, AKT3, PRKCB, PRKCH, PRKD3, RHOA, RHOB, RHOC, RHOG, RHOH, PDPK1, NFAT5, EGF, ADCY9, ARHGEF12, GRK2, CAMK4, ELK1, GATA6, CSK",https://pathcards.genecards.org/card/g-alphaq_signaling
11.66,NRP1-triggered Signaling Pathways in Pancreatic Cancer,53,16,"MAP2K1, VEGFA, MAPK1, COL1A1, SMAD3, BCAR1, AKT1, AKT3, PLXNA2, TGFB1, TGFB2, TGFBR2, EGF, CDH5, CDK2, CDKN1B",https://pathcards.genecards.org/card/nrp1-triggered_signaling_pathways_in_pancreatic_cancer
11.64,Angiotensin II Receptor Type 1 Pathway,28,11,"MAP2K6, SP1, MAPK1, COL1A1, HIF1A, SMAD3, RRAS, JUND, TGFB1, TGFBR2, IL6ST",https://pathcards.genecards.org/card/angiotensin_ii_receptor_type_1_pathway
11.64,Lissencephaly Gene (LIS1) in Neuronal Migration and Development,28,11,"LRPAP1, CSNK2A1, PPP2R5D, ABL1, VLDLR, DCX, YWHAE, PAFAH1B2, RHOA, CLIP1, MAP1B",https://pathcards.genecards.org/card/lissencephaly_gene_(lis1)_in_neuronal_migration_and_development
11.56,Exercise-induced Circadian Regulation,48,15,"NCKAP1, CEBPB, BTG1, HSPA8, NR1D2, DAZAP2, CBX3, GFRA1, SUMO1, QKI, H2BC15, CRY2, PER1, PER2, CLOCK",https://pathcards.genecards.org/card/exercise-induced_circadian_regulation
11.52,Immune Response_IL-6 Signaling Pathway,33,12,"MAP2K1, STAT3, CEBPB, MAPK1, NR3C1, SHC1, JUND, CREB1, SRF, ADAM17, IL6ST, ELK1",https://pathcards.genecards.org/card/immune_response_il-6_signaling_pathway
11.44,Notch Signaling Pathways,100,24,"NKAP, CCND1, MYC, CSNK2A1, DLL4, HIF1A, NRARP, CTNNB1, PICALM, APH1A, SMAD3, EPN1, RBPJ, IKBKG, AKT1, DNM2, AKT3, ADAM17, NOTCH2, NOTCH3, FURIN, RUNX3, NLK, POFUT1",https://pathcards.genecards.org/card/notch_signaling_pathways
11.43,Jak-Stat Signaling Pathway,88,22,"MAP2K1, MAP2K3, MAP2K4, MAP2K6, STAT3, MAPK1, PTPN6, SOCS1, SOCS5, ABL1, MAPK6, MAPK7, NRAS, JAK3, SHC1, AKT1, AKT3, IL2RA, IGF1R, IL6ST, IL7R, EGF",https://pathcards.genecards.org/card/jak-stat_signaling_pathway
11.40,Plasma Membrane Estrogen Receptor Signaling,24,10,"STRN, GNA13, BCAR1, MSN, SHC1, AKT1, RHOA, ESR1, ESR2, IGF1R",https://pathcards.genecards.org/card/plasma_membrane_estrogen_receptor_signaling
11.40,VEGFR3 Signaling in Lymphatic Endothelium,24,10,"MAP2K4, COL1A1, ITGA2, ITGB1, RPS6KA1, PRRT2, SHC1, AKT1, CREB1, CRK",https://pathcards.genecards.org/card/vegfr3_signaling_in_lymphatic_endothelium
11.38,Physico-chemical Features and Toxicity-associated Pathways,65,18,"MAP2K1, MAP2K4, PFN1, MYC, MAPK1, CTNNB1, ERBB2, SHC1, AKT1, ACTR2, NOS1, RHOA, TGFA, FZD6, FZD9, CDKN1A, CDKN1B, ELK1",https://pathcards.genecards.org/card/physico-chemical_features_and_toxicity-associated_pathways
11.38,Regulation of Actin Cytoskeleton,151,32,"MAP2K1, NCKAP1, PFN1, DIAPH1, MAPK1, F2R, FGF19, FGF5, FGF7, ABI2, TMSB4X, MAPK6, GNA13, NRAS, PXN, BCAR1, MSN, RRAS, RRAS2, ACTG1, PDGFRA, RHOA, PAK2, PAK6, CRK, SSH3, LIMK1, WASF2, EGF, RAC3, PAK4, CSK",https://pathcards.genecards.org/card/regulation_of_actin_cytoskeleton
11.37,Signaling By PTK6,54,16,"STAT3, PTPN1, CCND1, NR3C1, HIF1A, NRAS, PXN, BCAR1, ERBB2, AKT1, RHOA, CRK, EGF, CDK2, CDK4, CDKN1B",https://pathcards.genecards.org/card/signaling_by_ptk6
11.31,IL-1 Family Signaling Pathways,158,33,"MAP2K1, MAP2K3, MAP2K4, MAP2K6, TAB3, SP1, MAPK1, PTPN6, MAPK13, F3, PPP3R1, FCER1G, IRAK2, IRAK4, UBE2V1, MAPKAPK2, CD209, RPS6KA1, RPS6KA5, FOSL1, FOSL2, SHC1, IKBKG, JUND, HMOX1, TRAF6, TOLLIP, EDN1, RHOA, TGFA, MKNK2, ARHGEF12, ELK1",https://pathcards.genecards.org/card/il-1_family_signaling_pathways
11.30,PPARA Activates Gene Expression,145,31,"CARM1, THRAP3, FDFT1, NCOA3, CEBPB, SP1, MED16, MED17, NR1H2, MED18, MED21, MED23, FADS1, NR2F2, MED28, TBL1XR1, MED7, SLC27A1, ACOX1, TRIB3, CPT1A, HMGCR, SREBF1, PPARA, PPARGC1B, TNFRSF21, TGFB1, RORA, CLOCK, CDK4, CYP4A11",https://pathcards.genecards.org/card/ppara_activates_gene_expression
11.25,EML4 and NUDC in Mitotic Spindle Formation,247,46,"HAUS3, PFN1, HAUS5, HAUS8, DIAPH1, CCNB1, NUP98, CSNK1E, RANGAP1, SPC25, CSNK2A1, HSP90AA1, CENPK, CENPM, CENPN, CENPQ, DSN1, PPP2R5C, PPP2R5D, CCP110, BUB3, UBE2D1, CEP43, CEP72, ITGB1, DVL3, FMNL2, FMNL3, NSL1, DYNLL2, YWHAE, RCC2, TAOK1, ACTG1, SRF, CLASP1, RHOA, RHOB, RHOC, BIRC5, CLIP1, TUBB2A, KIF2C, ZWINT, NCAPH, NEK7",https://pathcards.genecards.org/card/eml4_and_nudc_in_mitotic_spindle_formation
11.25,DNA Damage Response (only ATM Dependent),101,24,"CCND1, CCND2, MDM2, MYC, MAPK1, PPP2R5C, LDLR, TP53, ABL1, NRAS, CTNNB1, DVL3, SMAD3, HMGB1, ERBB2, FOSL1, SHC1, BCL2L11, RHOA, PMAIP1, TGFB1, WNT7B, CDKN1A, CDKN1B",https://pathcards.genecards.org/card/dna_damage_response_(only_atm_dependent)
11.23,Metabolic States and Circadian Oscillators,20,9,"CSNK1E, TIMELESS, LDHA, LDHD, CHEK1, HMOX1, CRY2, PER1, CLOCK",https://pathcards.genecards.org/card/metabolic_states_and_circadian_oscillators
11.23,Genotoxicity Pathway,60,17,"MDM2, COIL, BTG2, CCP110, GXYLT1, DUSP14, RBM12B, H1-4, ITPR1, SMAD5, H2BC15, H2BC3, PRKAB1, AMER1, CDKN1A, TM7SF3, PRKAB2",https://pathcards.genecards.org/card/genotoxicity_pathway
11.17,Disorders of Folate Metabolism and Transport,16,8,"FOLR1, ATIC, SHMT1, SHMT2, ALDH1L2, SLC46A1, MTHFD1, MTHFD2",https://pathcards.genecards.org/card/disorders_of_folate_metabolism_and_transport
11.14,P38 MAPK Signaling Pathway (WikiPathways),34,12,"MAP2K4, MAP2K6, MYC, MAPKAPK2, MAPKAPK5, RPS6KA5, SHC1, CREB1, TRADD, TGFB2, ELK1, MEF2D",https://pathcards.genecards.org/card/p38_mapk_signaling_pathway_(wikipathways)
11.14,Type 2 Papillary Renal Cell Carcinoma,34,12,"DIAPH1, VEGFA, VHL, ELOC, HIF1A, SLC2A1, CADM2, TGFA, TGFB1, TGFB2, EGLN3, CDKN1A",https://pathcards.genecards.org/card/type_2_papillary_renal_cell_carcinoma
11.13,E2F Transcription Factor Network,66,18,"SP1, MYC, CBX5, RBBP4, APAF1, E2F2, E2F3, E2F4, YY1, E2F6, RRM2, CDC25A, RYBP, MCL1, CDK2, CDKN1A, CDKN1B, HBP1",https://pathcards.genecards.org/card/e2f_transcription_factor_network
11.05,4-1BB Pathway,173,35,"EIF2S1, MAP2K1, MAP2K3, MAP2K4, MAP2K6, STAT3, PTPA, RAN, MAP3K2, SP1, RANGAP1, MAPK1, MAPK13, PPP2R5C, TP53, MAPK6, MAPK7, NRAS, SUMO1, JAK3, RRAS, RRAS2, IKBKG, AKT1, CREB1, PRKCB, PRKCH, PRKD3, PDGFRA, TRADD, TRAF1, TRAF3IP2, TRAF6, IFNGR1, EGF",https://pathcards.genecards.org/card/4-1bb_pathway
11.01,Fc-GammaR Pathway,84,21,"CACNG8, MAPK13, FCGR2A, RND2, NRAS, ITPR1, ITPR2, RRAS, RRAS2, AKT1, RHOA, RHOB, RHOC, RHOG, RHOH, PDPK1, VAV3, CACNA1H, CACNA2D2, CACNB1, RAC3",https://pathcards.genecards.org/card/fc-gammar_pathway
10.97,P53 Pathway,50,15,"CSE1L, PTPA, MDM2, MDM4, SETD7, UBE2D1, TP53, ABL1, CHEK1, CHEK2, YY1, AKT1, SMYD2, CDK2, DYRK2",https://pathcards.genecards.org/card/p53_pathway
10.96,P75(NTR)-mediated Signaling,61,17,"TP53, APAF1, APH1A, YWHAE, SHC1, BCL2L11, IKBKG, AKT1, PRKACB, ADAM17, TRAF6, RHOA, CYCS, FURIN, NFIC, MTG1, ARHGDIA",https://pathcards.genecards.org/card/p75(ntr)-mediated_signaling
10.95,Modulators of TCR Signaling and T Cell Activation,25,10,"PCBP2, PTPN6, SOCS1, AGO1, GNA13, ZFP36L1, RHOH, ARIH2, CDKN1B, MEF2D",https://pathcards.genecards.org/card/modulators_of_tcr_signaling_and_t_cell_activation
10.78,Transcriptional Regulation By E2F6,35,12,"PHC3, COMMD3-BMI1, CBX3, CBX5, RBBP4, CHEK1, APAF1, SUZ12, E2F6, RRM2, RYBP, BMI1",https://pathcards.genecards.org/card/transcriptional_regulation_by_e2f6
10.78,RHOBTB GTPase Cycle,35,12,"TXNL1, HSP90AA1, TMOD3, RBBP6, CUL3, MSI2, CPSF7, DDX39B, TRA2B, ACTG1, CDC37, HNRNPC",https://pathcards.genecards.org/card/rhobtb_gtpase_cycle
10.74,PDGFR-alpha Signaling Pathway,21,9,"CSNK2A1, CAV1, PRRT2, SHC1, SRF, PDGFRA, CRK, CRKL, ELK1",https://pathcards.genecards.org/card/pdgfr-alpha_signaling_pathway
10.73,SARS-CoV-1-host Interactions,142,30,"CANX, RPS2, RPS24, PCBP2, SP1, VHL, SFN, CAV1, IRAK2, RNF103-CHMP3, KPNA2, TLR7, PYCARD, SMAD3, RPS7, RPS8, CHMP3, SUMO1, YWHAB, YWHAE, BCL2L1, YWHAZ, TRAF6, PDPK1, PALS1, RUNX1, RPS11, RPS15A, PARP16, GALNT1",https://pathcards.genecards.org/card/sars-cov-1-host_interactions
10.71,Overlap Between Signal Transduction Pathways Contributing to LMNA Laminopathies,62,17,"CCND1, CEBPB, CSNK1A1, AGO2, CTNNB1, SMAD3, ICMT, SREBF1, ZMPSTE24, TGFB1, TGFB2, BMP2, NAP1L1, CDK4, WNT7B, CDK6, CDKN1A",https://pathcards.genecards.org/card/overlap_between_signal_transduction_pathways_contributing_to_lmna_laminopathies
10.68,ATM Pathway,51,15,"MDC1, CCNB1, MDM2, MDM4, MAPK13, TP53, ABL1, CHEK1, CHEK2, IKBKG, CREB1, CDC25A, RAD50, CDK2, CDKN1A",https://pathcards.genecards.org/card/atm_pathway
10.66,Adhesion,123,27,"PTPN14, RAP1B, F3, COL1A1, TJP3, TLN1, CAV1, PVR, ITGB1, CTNNB1, PXN, SDC1, NEDD9, BCAR1, SH3PXD2A, ICAM1, DDR2, CD44, PANX1, CDCP1, MTDH, SIRPA, CDH5, CDH6, LPXN, LAMC1, MPZL1",https://pathcards.genecards.org/card/adhesion
10.66,G-protein Signaling G-Protein Alpha-i Signaling Cascades,210,40,"MAP2K1, MAP2K3, MAP2K4, MAP2K6, STAT3, ADRB1, MAP3K2, CSNK1A1, SP1, CSNK1E, MAPK1, CAV1, MAPK6, MAPK7, GNAI2, NRAS, GNB5, PKM, CTNNB1, ITPR1, ITPR2, SHC1, RRAS, RRAS2, PLCD3, PLCE1, GJB1, CD44, ACTG1, AKT1, CREB1, DNM2, PRKACB, AKT3, PRKG2, PDPK1, EGF, ADCY9, TUBB2A, GRM5",https://pathcards.genecards.org/card/g-protein_signaling_g-protein_alpha-i_signaling_cascades
10.59,P53 Signaling,117,26,"CCND1, MDM2, MAPK1, MAPK13, SFN, UBD, TP53, ABL1, MAPK6, MAPK7, HIF1A, HDAC5, CHEK1, CHEK2, E2F2, E2F3, E2F4, BCL2L1, DDR1, TNFRSF10B, AKT1, AKT3, THBS1, CDK2, CDK4, CDKN1A",https://pathcards.genecards.org/card/p53_signaling
10.59,Guidance Cues and Growth Cone Motility,117,26,"RND2, ABL1, VLDLR, DCC, SLIT1, SLIT3, EPHA2, EPHA4, ACTR2, SRGAP1, RHOA, RHOB, RHOC, RHOG, CABLES1, PAK2, PAK6, RHOH, UNC5B, CRMP1, LIMK1, EFNA1, EFNA5, RAC3, ARHGEF12, PAK4",https://pathcards.genecards.org/card/guidance_cues_and_growth_cone_motility
10.58,Regulation of Actin Dynamics For Phagocytic Cup Formation,86,21,"NCKAP1, MAPK1, HSP90AA1, ARPC3, WIPF2, FCGR2A, ABI2, ABL1, MYH9, ITPR1, ITPR2, MYO10, MYO5A, ACTG1, ACTR2, VAV3, CRK, NF2, LIMK1, WASF2, WASF3",https://pathcards.genecards.org/card/regulation_of_actin_dynamics_for_phagocytic_cup_formation
10.58,C-MYB Transcription Factor Network,80,20,"CCNB1, CCND1, CEBPB, SP1, MYC, KITLG, SLC1A5, HSPA8, ZFHX3, NRAS, MAT2A, MAF, PIM1, SND1, NLK, SKI, PAX5, CDK6, CDKN1A, CDKN1B",https://pathcards.genecards.org/card/c-myb_transcription_factor_network
10.55,Integrins in Angiogenesis,57,16,"VEGFA, HSP90AA1, COL1A1, COL3A1, COL5A1, TLN1, PXN, SDC1, BCAR1, AKT1, RHOA, VAV3, IGF1R, TGFBR2, ANGPTL3, CDKN1B",https://pathcards.genecards.org/card/integrins_in_angiogenesis
10.55,Ubiquitination Cascade,57,16,"MDM2, UBA6, OTUD3, OTUD7B, UBE2B, UBE2D1, UBE2D2, UBE2F, UBE2G1, UBE2H, UBE2Q1, UBE2V1, XIAP, YOD1, TRIM63, CYLD",https://pathcards.genecards.org/card/ubiquitination_cascade
