Score,Name,Disease categories,# Total Genes,# Matched Genes,Matched Genes (Symbols),Evidence URL,Genetic Associations,Matched Genes for Genetic Associations,Diferentially Expressed Genes in Tissue Samples,Genes Matched to Differentially Expressed Genes
2.99,Chronic Interstitial Cystitis,"Nephrological diseases, Rare diseases",584,5,"TNF, SNAP25, CXCL8, GREM1, CDH2",https://www.malacards.org/card/chronic_interstitial_cystitis,,,Urinary System,"CDH2, CXCL8, GREM1, SNAP25, TNF"
2.98,"Squamous Cell Carcinoma, Head And Neck","Gastrointestinal diseases, Cancer diseases, Genetic diseases, Rare diseases",459,4,"MMP2, CXCL8, CDH1, SMAD3",https://www.malacards.org/card/squamous_cell_carcinoma_head_and_neck,,,Head Mesenchyme,CXCL8
2.95,Colitis,Gastrointestinal diseases,115,3,"CXCL8, TNF, SMAD3",https://www.malacards.org/card/colitis,,,,
2.94,Vascular Dementia,Mental diseases,45,2,"PRNP, TNF",https://www.malacards.org/card/vascular_dementia,Risk factor,TNF,,
2.94,Malaria,"Blood diseases, Gastrointestinal diseases, Respiratory diseases, Cancer diseases, Infectious diseases, Genetic diseases, Rare diseases",398,3,"TNF, TBK1, CXCL8",https://www.malacards.org/card/malaria,"Causative mutation, Risk factor, Genetic tests",TNF,,
2.93,Facioscapulohumeral Muscular Dystrophy 1,"Neuronal diseases, Muscle diseases, Genetic diseases, Rare diseases",198,4,"ZNF91, EGLN1, PRNP, PTAFR",https://www.malacards.org/card/facioscapulohumeral_muscular_dystrophy_1,,,Skeletal Muscle,"EGLN1, PRNP, PTAFR, ZNF91"
2.92,Alpha-1-Antitrypsin Deficiency,"Nephrological diseases, Blood diseases, Liver diseases, Endocrine diseases, Respiratory diseases, Metabolic diseases, Genetic diseases, Rare diseases",80,3,"TNF, PLXNA3, CXCL8",https://www.malacards.org/card/alpha_1_antitrypsin_deficiency_2,,,Lung,PLXNA3
2.92,Tongue Squamous Cell Carcinoma,"Gastrointestinal diseases, Oral diseases, Smell/Taste diseases, Cancer diseases",329,4,"CDH1, CXCL8, IGFBP5, SNAI1",https://www.malacards.org/card/tongue_squamous_cell_carcinoma,,,Oral Cavity,"CXCL8, IGFBP5"
2.91,Adenocarcinoma,"Endocrine diseases, Cancer diseases",124,3,"SMAD3, MMP2, CDH1",https://www.malacards.org/card/adenocarcinoma,,,,
2.91,Lung Disease,"Blood diseases, Respiratory diseases",132,3,"CXCL8, CCN2, TNF",https://www.malacards.org/card/lung_disease,,,,
2.90,Psoriasis,"Skin diseases, Immune diseases, Genetic diseases, Rare diseases",552,4,"SOX6, TNF, IGFBP5, CXCL8",https://www.malacards.org/card/psoriasis,,,Skin,"IGFBP5, SOX6"
2.87,Prion Disease,"Neuronal diseases, Mental diseases, Infectious diseases, Genetic diseases, Rare diseases",57,2,"SNAP25, PRNP",https://www.malacards.org/card/prion_disease,Causative mutation,PRNP,,
2.85,Chordoma,"Bone diseases, Endocrine diseases, Cancer diseases, Rare diseases",72,3,"CDH1, CDH2, SOX9",https://www.malacards.org/card/chordoma,,,,
2.85,Crohn'S Disease,"Gastrointestinal diseases, Skin diseases, Eye diseases, Infectious diseases, Rare diseases",122,3,"TNF, REG3A, CXCL8",https://www.malacards.org/card/crohns_disease,,,Colon,"CXCL8, REG3A"
2.84,Bile Duct Cancer,"Gastrointestinal diseases, Liver diseases, Skin diseases, Cancer diseases",80,3,"SNAI1, MMP2, CDH1",https://www.malacards.org/card/bile_duct_cancer,,,,
2.84,Congenital Nervous System Abnormality,"Neuronal diseases, Blood diseases, Immune diseases, Rare diseases",625,4,"SOX9, TNF, CDH2, NOTCH2NLA",https://www.malacards.org/card/congenital_nervous_system_abnormality,,,,
2.83,Attention Deficit-Hyperactivity Disorder 8,"Neuronal diseases, Oral diseases, Mental diseases, Genetic diseases",1,1,CDH2,https://www.malacards.org/card/attention_deficit_hyperactivity_disorder_8,"Causative mutation, Unconfirmed association, Genetic tests",CDH2,,
2.83,"Dysostosis Multiplex, Ain-Naz Type","Bone diseases, Smell/Taste diseases, Genetic diseases",1,1,LYSET,https://www.malacards.org/card/dysostosis_multiplex_ain_naz_type,Causative mutation,LYSET,,
2.83,Inherited Human Prion Disease,"Neuronal diseases, Mental diseases, Infectious diseases, Genetic diseases, Rare diseases",1,1,PRNP,https://www.malacards.org/card/inherited_human_prion_disease,Causative mutation,PRNP,,
2.83,Autosomal Recessive Congenital Stationary Night Blindness,"Neuronal diseases, Mental diseases, Eye diseases, Genetic diseases, Rare diseases",1,1,CABP4,https://www.malacards.org/card/autosomal_recessive_congenital_stationary_night_blindness,Causative mutation,CABP4,,
2.83,"Encephalopathy, Acute, Infection-Induced   8","Neuronal diseases, Oral diseases, Mental diseases, Infectious diseases, Genetic diseases, Rare diseases",1,1,TBK1,https://www.malacards.org/card/encephalopathy_acute_infection_induced_8,"Causative mutation, Risk factor, Genetic tests",TBK1,,
2.83,"Arrhythmogenic Right Ventricular Dysplasia, Familial, 14","Skin diseases, Cardiovascular diseases, Genetic diseases, Rare diseases",1,1,CDH2,https://www.malacards.org/card/arrhythmogenic_right_ventricular_dysplasia_familial_14,"Causative mutation, Genetic tests",CDH2,,
2.83,"Hemoglobin, High Altitude Adaptation","Blood diseases, Genetic diseases",1,1,EGLN1,https://www.malacards.org/card/hemoglobin_high_altitude_adaptation,"Causative mutation, Unconfirmed association, Genetic tests",EGLN1,,
2.83,Prp Systemic Amyloidosis,"Neuronal diseases, Nephrological diseases, Gastrointestinal diseases, Rare diseases",1,1,PRNP,https://www.malacards.org/card/prp_systemic_amyloidosis,Causative mutation,PRNP,,
2.83,Corticobasal Syndrome,"Neuronal diseases, Rare diseases",1,1,TBK1,https://www.malacards.org/card/corticobasal_syndrome,Causative mutation,TBK1,,
2.83,Tolchin-Le Caignec Syndrome,"Bone diseases, Oral diseases, Mental diseases, Genetic diseases",1,1,SOX6,https://www.malacards.org/card/tolchin_le_caignec_syndrome,Causative mutation,SOX6,,
2.83,Hennekam Lymphangiectasia-Lymphedema Syndrome 1,"Gastrointestinal diseases, Immune diseases, Genetic diseases",1,1,CCBE1,https://www.malacards.org/card/hennekam_lymphangiectasia_lymphedema_syndrome_1,"Causative mutation, Genetic tests",CCBE1,,
2.83,Spongiform Encephalopathy With Neuropsychiatric Features,"Neuronal diseases, Mental diseases, Genetic diseases",1,1,PRNP,https://www.malacards.org/card/spongiform_encephalopathy_with_neuropsychiatric_features,"Causative mutation, Genetic tests",PRNP,,
2.83,"Hydrocephalus, Congenital, 5","Neuronal diseases, Mental diseases, Eye diseases, Genetic diseases, Rare diseases, Fetal diseases",1,1,SMARCC1,https://www.malacards.org/card/hydrocephalus_congenital_5,"Causative mutation, Risk factor",SMARCC1,,
2.83,Snijders Blok-Fisher Syndrome,"Neuronal diseases, Mental diseases, Ear diseases, Genetic diseases, Rare diseases, Fetal diseases",1,1,POU3F3,https://www.malacards.org/card/snijders_blok_fisher_syndrome,Causative mutation,POU3F3,,
2.83,Familial Alzheimer-Like Prion Disease,"Neuronal diseases, Genetic diseases, Rare diseases",1,1,PRNP,https://www.malacards.org/card/familial_alzheimer_like_prion_disease,Causative mutation,PRNP,,
2.83,"46,Xx Sex Reversal 2","Bone diseases, Endocrine diseases, Reproductive diseases, Genetic diseases, Rare diseases, Fetal diseases",2,1,SOX9,https://www.malacards.org/card/46xx_sex_reversal_2_2,Causative mutation,SOX9,,
2.83,Campomelic Dysplasia And Related Disorders,"Bone diseases, Neuronal diseases, Endocrine diseases, Reproductive diseases, Genetic diseases, Rare diseases, Fetal diseases",2,1,SOX9,https://www.malacards.org/card/campomelic_dysplasia_and_related_disorders,Causative mutation,SOX9,,
2.83,Lowry-Wood Syndrome,"Bone diseases, Mental diseases, Eye diseases, Genetic diseases, Rare diseases, Fetal diseases",2,1,CLASP1,https://www.malacards.org/card/lowry_wood_syndrome_2,Causative mutation,CLASP1,,
2.83,Developmental And Epileptic Encephalopathy 45,"Neuronal diseases, Liver diseases, Oral diseases, Mental diseases, Muscle diseases, Eye diseases, Respiratory diseases, Ear diseases, Cancer diseases, Metabolic diseases, Genetic diseases, Rare diseases, Fetal diseases",2,1,GABRB1,https://www.malacards.org/card/developmental_and_epileptic_encephalopathy_45,"Causative mutation, Genetic tests",GABRB1,,
2.83,"Cone-Rod Synaptic Disorder, Congenital Nonprogressive","Neuronal diseases, Mental diseases, Eye diseases, Genetic diseases",2,1,CABP4,https://www.malacards.org/card/cone_rod_synaptic_disorder_congenital_nonprogressive,"Causative mutation, Genetic tests",CABP4,,
2.83,"Multicentric Osteolysis, Nodulosis, And Arthropathy","Bone diseases, Nephrological diseases, Skin diseases, Genetic diseases, Rare diseases, Fetal diseases",2,1,MMP2,https://www.malacards.org/card/multicentric_osteolysis_nodulosis_and_arthropathy,Causative mutation,MMP2,,
2.83,"Corneal Dystrophy, Fuchs Endothelial, 3","Gastrointestinal diseases, Eye diseases, Genetic diseases",2,1,TCF4,https://www.malacards.org/card/corneal_dystrophy_fuchs_endothelial_3,"Causative mutation, Genetic tests",TCF4,,
2.83,Multicentric Osteolysis-Nodulosis-Arthropathy Spectrum,"Bone diseases, Nephrological diseases, Skin diseases, Genetic diseases, Rare diseases, Fetal diseases",3,1,MMP2,https://www.malacards.org/card/multicentric_osteolysis_nodulosis_arthropathy_spectrum,Causative mutation,MMP2,,
2.83,"Diarrhea 3, Secretory Sodium, Congenital, With Or Without Other Congenital Anomalies","Gastrointestinal diseases, Metabolic diseases, Genetic diseases, Rare diseases",3,1,SLC9A3,https://www.malacards.org/card/diarrhea_3_secretory_sodium_congenital_with_or_without_other_congenital_anomalies,Causative mutation,SLC9A3,,
2.83,"46,Xx Sex Reversal 1","Bone diseases, Endocrine diseases, Reproductive diseases, Genetic diseases, Rare diseases, Fetal diseases",4,1,SOX9,https://www.malacards.org/card/46xx_sex_reversal_1_2,Causative mutation,SOX9,,
2.83,Omodysplasia 2,"Bone diseases, Smell/Taste diseases, Genetic diseases, Rare diseases, Fetal diseases",5,1,FZD2,https://www.malacards.org/card/omodysplasia_2,"Causative mutation, Genetic tests",FZD2,,
2.83,"Ciliary Dyskinesia, Primary, 14","Reproductive diseases, Respiratory diseases, Ear diseases, Genetic diseases, Rare diseases, Fetal diseases",5,1,CCDC39,https://www.malacards.org/card/ciliary_dyskinesia_primary_14,"Causative mutation, Genetic tests",CCDC39,,
2.83,"Myasthenic Syndrome, Congenital, 18","Neuronal diseases, Mental diseases, Muscle diseases, Eye diseases, Respiratory diseases, Genetic diseases, Rare diseases, Fetal diseases",6,1,SNAP25,https://www.malacards.org/card/myasthenic_syndrome_congenital_18,"Causative mutation, Unconfirmed association, Genetic tests",SNAP25,,
2.81,Cone-Rod Dystrophy 2,"Neuronal diseases, Eye diseases, Genetic diseases, Rare diseases",468,3,"CABP4, NIPAL1, TNF",https://www.malacards.org/card/cone_rod_dystrophy_2,Causative mutation,CABP4,,
2.79,Spermatogenic Failure 39,"Reproductive diseases, Mental diseases, Genetic diseases, Rare diseases",4,1,DNAH17,https://www.malacards.org/card/spermatogenic_failure_39,"Causative mutation, Genetic tests",DNAH17,,
2.79,Myocarditis,"Immune diseases, Muscle diseases, Respiratory diseases, Cardiovascular diseases, Infectious diseases, Rare diseases",81,3,"MMP2, CXCL8, TNF",https://www.malacards.org/card/myocarditis,,,,
2.79,"Aortic Aneurysm, Familial Abdominal, 1","Blood diseases, Cardiovascular diseases, Genetic diseases, Rare diseases",90,3,"MMP2, SMAD3, TNF",https://www.malacards.org/card/aortic_aneurysm_familial_abdominal_1,,,,
2.79,Keratoconus,"Neuronal diseases, Eye diseases, Genetic diseases, Rare diseases",103,3,"MMP2, SMAD3, TNF",https://www.malacards.org/card/keratoconus,,,,
2.77,Roifman Syndrome,"Bone diseases, Neuronal diseases, Blood diseases, Immune diseases, Eye diseases, Genetic diseases, Rare diseases, Fetal diseases",6,1,CLASP1,https://www.malacards.org/card/roifman_syndrome,Causative mutation,CLASP1,,
2.73,Systemic Scleroderma,"Bone diseases, Nephrological diseases, Skin diseases, Immune diseases, Muscle diseases, Respiratory diseases, Rare diseases",131,3,"SMAD3, TNF, CCN2",https://www.malacards.org/card/systemic_scleroderma,,,,
2.73,Arthritis,"Bone diseases, Liver diseases, Immune diseases, Genetic diseases",198,3,"TNF, CXCL8, MMP2",https://www.malacards.org/card/arthritis,,,,
2.72,Haemophilus Influenzae,"Infectious diseases, Rare diseases",11,2,"CXCL8, TNF",https://www.malacards.org/card/haemophilus_influenzae,,,,
2.72,Fuchs' Endothelial Dystrophy,"Neuronal diseases, Gastrointestinal diseases, Eye diseases, Rare diseases",79,2,"TCF4, CDH2",https://www.malacards.org/card/fuchs_endothelial_dystrophy,Causative mutation,TCF4,,
2.71,Gastroesophageal Reflux,"Gastrointestinal diseases, Cancer diseases",102,3,"CDH1, CXCL8, TNF",https://www.malacards.org/card/gastroesophageal_reflux,,,,
2.70,Psoriatic Arthritis,"Bone diseases, Skin diseases, Immune diseases, Genetic diseases, Rare diseases",62,2,"TNF, MMP2",https://www.malacards.org/card/psoriatic_arthritis,Risk factor,TNF,,
2.70,Viral Infectious Disease,Infectious diseases,114,3,"TNF, TBK1, CXCL8",https://www.malacards.org/card/viral_infectious_disease,,,,
2.68,Winchester Syndrome,"Bone diseases, Skin diseases, Genetic diseases, Rare diseases",14,2,"MMP2, TMPPE",https://www.malacards.org/card/winchester_syndrome,,,,
2.67,Colonic Benign Neoplasm,"Gastrointestinal diseases, Cardiovascular diseases, Cancer diseases",112,3,"TNF, CDH1, CXCL8",https://www.malacards.org/card/colonic_benign_neoplasm,,,,
2.67,Spermatogenic Failure 9,"Reproductive diseases, Mental diseases, Genetic diseases, Rare diseases",88,2,"SEPTIN4, DNAH17",https://www.malacards.org/card/spermatogenic_failure_9,Causative mutation,SEPTIN4,,
2.66,"Nonsyndromic 46,Xx Testicular Disorders/Differences Of Sex Development","Endocrine diseases, Reproductive diseases, Rare diseases, Fetal diseases",5,1,SOX9,https://www.malacards.org/card/nonsyndromic_46xx_testicular_disorders_differences_of_sex_development,Causative mutation,SOX9,,
2.66,Erythema Elevatum Diutinum,"Bone diseases, Skin diseases, Cardiovascular diseases, Rare diseases",12,2,"TNF, CXCL8",https://www.malacards.org/card/erythema_elevatum_diutinum,,,,
2.66,"Aortic Aneurysm, Familial Thoracic 1","Blood diseases, Cardiovascular diseases, Genetic diseases, Rare diseases",83,2,"SMAD3, MMP2",https://www.malacards.org/card/aortic_aneurysm_familial_thoracic_1,"Causative mutation, Risk factor",SMAD3,,
2.65,"Robinow Syndrome, Autosomal Recessive 1","Bone diseases, Neuronal diseases, Nephrological diseases, Reproductive diseases, Eye diseases, Genetic diseases, Rare diseases, Fetal diseases",5,1,FZD2,https://www.malacards.org/card/robinow_syndrome_autosomal_recessive_1,Causative mutation,FZD2,,
2.65,Isolated Pierre Robin Syndrome,"Oral diseases, Respiratory diseases, Smell/Taste diseases, Rare diseases, Fetal diseases",5,1,SOX9,https://www.malacards.org/card/isolated_pierre_robin_syndrome,Causative mutation,SOX9,,
2.65,Autosomal Dominant Robinow Syndrome,"Bone diseases, Neuronal diseases, Nephrological diseases, Reproductive diseases, Eye diseases, Genetic diseases, Rare diseases, Fetal diseases",6,1,FZD2,https://www.malacards.org/card/autosomal_dominant_robinow_syndrome,Causative mutation,FZD2,,
2.64,Polycystic Kidney Disease,"Nephrological diseases, Liver diseases, Endocrine diseases, Reproductive diseases, Genetic diseases, Rare diseases",610,4,"TNF, CDH1, CXCL8, GREM1",https://www.malacards.org/card/polycystic_kidney_disease,,,Kidney,"CXCL8, GREM1"
2.63,Primary Progressive Aphasia,"Neuronal diseases, Oral diseases, Mental diseases, Rare diseases",5,1,PRNP,https://www.malacards.org/card/primary_progressive_aphasia,Risk factor,PRNP,,
2.63,"Diarrhea 8, Secretory Sodium, Congenital","Gastrointestinal diseases, Genetic diseases",8,1,SLC9A3,https://www.malacards.org/card/diarrhea_8_secretory_sodium_congenital,"Causative mutation, Genetic tests",SLC9A3,,
2.63,Childhood Type Dermatomyositis,"Bone diseases, Neuronal diseases, Nephrological diseases, Skin diseases, Immune diseases, Muscle diseases, Respiratory diseases, Rare diseases",315,5,"PCYT2, PRNP, PTAFR, TNF, TCF4",https://www.malacards.org/card/childhood_type_dermatomyositis,,,Skeletal Muscle,"PCYT2, PRNP, PTAFR, TCF4"
2.62,Anaerobic Pneumonia,"Respiratory diseases, Infectious diseases",13,2,"PTAFR, TNF",https://www.malacards.org/card/anaerobic_pneumonia,,,,
2.62,Movement Disease,"Neuronal diseases, Rare diseases",133,3,"PRNP, NOTCH2NLA, SNAP25",https://www.malacards.org/card/movement_disease,,,,
2.57,"Agenesis Of Corpus Callosum, Cardiac, Ocular, And Genital Syndrome","Neuronal diseases, Reproductive diseases, Mental diseases, Genetic diseases",10,1,CDH2,https://www.malacards.org/card/agenesis_of_corpus_callosum_cardiac_ocular_and_genital_syndrome,"Causative mutation, Genetic tests",CDH2,,
2.55,Autosomal Dominant Secondary Polycythemia,"Blood diseases, Immune diseases, Respiratory diseases, Genetic diseases, Rare diseases",6,1,EGLN1,https://www.malacards.org/card/autosomal_dominant_secondary_polycythemia,Causative mutation,EGLN1,,
2.55,Cataract 23,"Neuronal diseases, Nephrological diseases, Oral diseases, Mental diseases, Eye diseases, Metabolic diseases, Genetic diseases, Rare diseases, Fetal diseases",14,2,"CCN2, MMP2",https://www.malacards.org/card/cataract_23,,,,
2.55,Attention Deficit-Hyperactivity Disorder,"Neuronal diseases, Oral diseases, Mental diseases, Genetic diseases",273,3,"CDH2, TNF, SNAP25",https://www.malacards.org/card/attention_deficit_hyperactivity_disorder_2,,,,
2.54,Sapho Syndrome,"Bone diseases, Skin diseases, Immune diseases, Rare diseases",15,2,"CXCL8, TNF",https://www.malacards.org/card/sapho_syndrome,,,,
2.54,Tertiary Syphilis,"Neuronal diseases, Infectious diseases",15,2,"CXCL8, TNF",https://www.malacards.org/card/tertiary_syphilis,,,,
2.54,Enterocolitis,"Gastrointestinal diseases, Infectious diseases",15,2,"CXCL8, TNF",https://www.malacards.org/card/enterocolitis,,,,
2.53,Herpes Simplex Virus Encephalitis,"Neuronal diseases, Blood diseases, Oral diseases, Mental diseases, Infectious diseases, Rare diseases",5,1,TBK1,https://www.malacards.org/card/herpes_simplex_virus_encephalitis,Risk factor,TBK1,,
2.53,Diffuse Cutaneous Systemic Sclerosis,"Bone diseases, Nephrological diseases, Skin diseases, Respiratory diseases, Rare diseases",5,1,CCN2,https://www.malacards.org/card/diffuse_cutaneous_systemic_sclerosis,Risk factor,CCN2,,
2.53,"Robinow Syndrome, Autosomal Dominant 3","Bone diseases, Neuronal diseases, Nephrological diseases, Reproductive diseases, Eye diseases, Genetic diseases, Rare diseases, Fetal diseases",10,1,FZD2,https://www.malacards.org/card/robinow_syndrome_autosomal_dominant_3,Causative mutation,FZD2,,
2.53,Ehlers-Danlos Syndrome,"Bone diseases, Skin diseases, Genetic diseases, Rare diseases, Fetal diseases",117,2,"SNAI1, SMAD3",https://www.malacards.org/card/ehlers_danlos_syndrome,Causative mutation,SMAD3,,
2.52,Pre-Eclampsia,"Blood diseases, Liver diseases, Reproductive diseases, Mental diseases, Eye diseases, Cardiovascular diseases, Rare diseases, Fetal diseases",164,3,"MMP2, CXCL8, TNF",https://www.malacards.org/card/pre_eclampsia,,,,
2.51,Funisitis,,16,2,"CXCL8, TNF",https://www.malacards.org/card/funisitis,,,,
2.51,Post-Cardiac Arrest Syndrome,"Blood diseases, Cardiovascular diseases",16,2,"CXCL8, TNF",https://www.malacards.org/card/post_cardiac_arrest_syndrome,,,,
2.51,Aspiration Pneumonitis,"Blood diseases, Gastrointestinal diseases, Respiratory diseases",16,2,"TNF, CXCL8",https://www.malacards.org/card/aspiration_pneumonitis,,,,
2.51,Trichuriasis,"Blood diseases, Gastrointestinal diseases, Infectious diseases, Rare diseases",16,2,"TNF, CXCL8",https://www.malacards.org/card/trichuriasis,,,,
2.51,Denture Stomatitis,Oral diseases,16,2,"CXCL8, TNF",https://www.malacards.org/card/denture_stomatitis,,,,
2.51,Detrusor Sphincter Dyssynergia,,16,2,"SNAP25, ADCYAP1",https://www.malacards.org/card/detrusor_sphincter_dyssynergia,,,,
2.51,Osteogenic Sarcoma,"Bone diseases, Cancer diseases, Genetic diseases, Rare diseases",146,3,"IGFBP5, MMP2, TNF",https://www.malacards.org/card/osteogenic_sarcoma,,,,
2.49,Orofacial Cleft,"Genetic diseases, Rare diseases, Fetal diseases",197,3,"SOX9, SMAD3, CDH1",https://www.malacards.org/card/orofacial_cleft,,,,
2.48,Mycoplasma Pneumoniae Pneumonia,"Respiratory diseases, Infectious diseases, Rare diseases",17,2,"TNF, CXCL8",https://www.malacards.org/card/mycoplasma_pneumoniae_pneumonia,,,,
