Score,Name,Disease categories,# Total Genes,# Matched Genes,Matched Genes (Symbols),Evidence URL,Genetic Associations,Matched Genes for Genetic Associations,Diferentially Expressed Genes in Tissue Samples,Genes Matched to Differentially Expressed Genes
2.80,Thyroid Gland Anaplastic Carcinoma,"Endocrine diseases, Rare diseases, Cancer diseases",83,3,"PIK3CB, EGFR, TERT",https://www.malacards.org/card/thyroid_gland_anaplastic_carcinoma,,,,
2.79,Skin Carcinoma,"Skin diseases, Rare diseases, Cancer diseases",90,3,"TYRP1, PIK3CB, EGFR",https://www.malacards.org/card/skin_carcinoma,,,,
2.76,Autosomal Recessive Dyskeratosis Congenita 4,"Skin diseases, Bone diseases, Immune diseases, Blood diseases, Neuronal diseases, Eye diseases, Genetic diseases, Rare diseases, Fetal diseases",7,1,TERT,https://www.malacards.org/card/autosomal_recessive_dyskeratosis_congenita_4,Causative mutation,TERT,,
2.76,"Aortic Aneurysm, Familial Thoracic 1","Blood diseases, Cardiovascular diseases, Genetic diseases, Rare diseases",83,3,"MMP2, MMP9, MFAP2",https://www.malacards.org/card/aortic_aneurysm_familial_thoracic_1,,,,
2.75,Giant Cell Glioblastoma,"Neuronal diseases, Rare diseases, Cancer diseases",54,2,"EGFR, TERT",https://www.malacards.org/card/giant_cell_glioblastoma,"Causative mutation, Structural gene variation",EGFR,,
2.73,Arthritis,"Liver diseases, Bone diseases, Immune diseases, Genetic diseases",198,3,"MMP9, MMP2, OLAH",https://www.malacards.org/card/arthritis,,,,
2.73,Autism Spectrum Disorder,"Neuronal diseases, Mental diseases, Genetic diseases, Rare diseases",683,3,"NRXN1, MED12L, SNAP25",https://www.malacards.org/card/autism_spectrum_disorder,Causative mutation,NRXN1,,
2.72,Spastic Entropion,Skin diseases,11,2,"MMP2, MMP9",https://www.malacards.org/card/spastic_entropion,,,,
2.71,Cowden Syndrome 1,"Gastrointestinal diseases, Skin diseases, Neuronal diseases, Cardiovascular diseases, Genetic diseases, Rare diseases, Cancer diseases, Fetal diseases",81,2,"PIK3CB, EGFR",https://www.malacards.org/card/cowden_syndrome_1,Causative mutation,EGFR,,
2.70,Conjunctivochalasis,"Neuronal diseases, Eye diseases",14,2,"MMP9, MMP2",https://www.malacards.org/card/conjunctivochalasis,,,,
2.69,Multiple Mitochondrial Dysfunctions Syndrome 4,"Neuronal diseases, Oral diseases, Mental diseases, Eye diseases, Respiratory diseases, Metabolic diseases, Genetic diseases, Rare diseases",8,1,ISCA2,https://www.malacards.org/card/multiple_mitochondrial_dysfunctions_syndrome_4,"Causative mutation, Genetic tests",ISCA2,,
2.67,Colonic Benign Neoplasm,"Gastrointestinal diseases, Cardiovascular diseases, Cancer diseases",112,3,"EGFR, PIK3CB, MMP9",https://www.malacards.org/card/colonic_benign_neoplasm,,,,
2.65,Mitochondrial Oxidative Phosphorylation Disorder,"Endocrine diseases, Respiratory diseases, Metabolic diseases, Rare diseases",5,1,RMND1,https://www.malacards.org/card/mitochondrial_oxidative_phosphorylation_disorder,Causative mutation,RMND1,,
2.65,Rett Syndrome,"Neuronal diseases, Mental diseases, Genetic diseases, Rare diseases",209,3,"NRXN1, EGFR, ZKSCAN8",https://www.malacards.org/card/rett_syndrome,,,Brain,"EGFR, ZKSCAN8"
2.63,Glial Tumor,"Neuronal diseases, Rare diseases, Cancer diseases",86,3,"EGFR, MMP9, MMP2",https://www.malacards.org/card/glial_tumor,,,,
2.63,Basal Cell Carcinoma,"Skin diseases, Mental diseases, Respiratory diseases, Genetic diseases, Rare diseases, Cancer diseases",168,3,"EGFR, CYP1A1, MMP9",https://www.malacards.org/card/basal_cell_carcinoma,,,,
2.63,Male Infertility,"Reproductive diseases, Endocrine diseases, Rare diseases",199,3,"DNAJB13, MMP2, MMP9",https://www.malacards.org/card/male_infertility,,,,
2.60,Lung Squamous Cell Carcinoma,"Skin diseases, Respiratory diseases, Cancer diseases",113,2,"EGFR, CYP1A1",https://www.malacards.org/card/lung_squamous_cell_carcinoma,Causative mutation,EGFR,,
2.58,Inflammatory Breast Carcinoma,"Skin diseases, Reproductive diseases, Immune diseases, Genetic diseases, Rare diseases, Cancer diseases",14,2,"EGFR, RHOC",https://www.malacards.org/card/inflammatory_breast_carcinoma,,,,
2.58,"Astrocytoma, Idh-Mutant, Grade 4","Neuronal diseases, Cancer diseases",14,2,"EGFR, TERT",https://www.malacards.org/card/astrocytoma_idh_mutant_grade_4,,,,
2.58,Dentin Caries,"Gastrointestinal diseases, Oral diseases",14,2,"MMP9, MMP2",https://www.malacards.org/card/dentin_caries,,,,
2.58,Influenza,"Respiratory diseases, Genetic diseases, Infectious diseases",473,5,"MMP9, RPS16, OLAH, WSB1, TXNDC12",https://www.malacards.org/card/influenza,,,Blood,"MMP9, OLAH, TXNDC12, WSB1"
2.57,Combined Oxidative Phosphorylation Deficiency 11,"Neuronal diseases, Respiratory diseases, Metabolic diseases, Genetic diseases, Rare diseases",10,1,RMND1,https://www.malacards.org/card/combined_oxidative_phosphorylation_deficiency_11,"Causative mutation, Genetic tests",RMND1,,
2.56,Arteriosclerosis,Cardiovascular diseases,93,2,"HS3ST1, MMP9",https://www.malacards.org/card/arteriosclerosis,Risk factor,HS3ST1,,
2.55,Fragile X Syndrome,"Reproductive diseases, Endocrine diseases, Neuronal diseases, Eye diseases, Genetic diseases, Rare diseases, Fetal diseases",164,3,"NRXN1, PIK3CB, MMP9",https://www.malacards.org/card/fragile_x_syndrome,,,,
2.54,Gliomatosis Cerebri,"Neuronal diseases, Mental diseases, Rare diseases, Cancer diseases",15,2,"EGFR, TERT",https://www.malacards.org/card/gliomatosis_cerebri,,,,
2.54,Sudden Infant Death Syndrome,"Metabolic diseases, Genetic diseases, Rare diseases",114,2,"KCNJ8, SNAP25",https://www.malacards.org/card/sudden_infant_death_syndrome,Causative mutation,KCNJ8,,
2.53,Idiopathic Aplastic Anemia,"Bone diseases, Immune diseases, Blood diseases, Rare diseases",5,1,TERT,https://www.malacards.org/card/idiopathic_aplastic_anemia,Risk factor,TERT,,
2.52,Syndromic Intellectual Disability,"Neuronal diseases, Mental diseases, Rare diseases",133,2,"FHIP2A, NRXN1",https://www.malacards.org/card/syndromic_intellectual_disability,Causative mutation,FHIP2A,,
2.52,Pheochromocytoma,"Endocrine diseases, Blood diseases, Neuronal diseases, Genetic diseases, Rare diseases, Cancer diseases",220,3,"MMP2, TERT, SNAP25",https://www.malacards.org/card/pheochromocytoma,,,,
2.51,Williams-Beuren Syndrome,"Nephrological diseases, Bone diseases, Neuronal diseases, Eye diseases, Cardiovascular diseases, Genetic diseases, Rare diseases, Fetal diseases",173,3,"MMP9, MMP2, NRXN1",https://www.malacards.org/card/williams_beuren_syndrome,,,,
2.50,Hoyeraal-Hreidarsson Syndrome,"Immune diseases, Blood diseases, Neuronal diseases, Rare diseases, Fetal diseases",7,1,TERT,https://www.malacards.org/card/hoyeraal_hreidarsson_syndrome,Causative mutation,TERT,,
2.50,Strabismus,"Neuronal diseases, Eye diseases, Rare diseases",170,3,"NRXN1, PTK7, TYRP1",https://www.malacards.org/card/strabismus,,,,
2.48,Parotitis,"Endocrine diseases, Oral diseases",17,2,"MMP2, MMP9",https://www.malacards.org/card/parotitis,,,,
2.48,Breast Malignant Phyllodes Tumor,"Reproductive diseases, Rare diseases, Cancer diseases",17,2,"TERT, EGFR",https://www.malacards.org/card/breast_malignant_phyllodes_tumor,,,,
2.48,Myelodysplastic Syndrome,"Blood diseases, Genetic diseases, Rare diseases",247,3,"CYP1A1, NQO2, TERT",https://www.malacards.org/card/myelodysplastic_syndrome,,,,
2.48,Cervical Cancer,"Reproductive diseases, Genetic diseases, Cancer diseases",511,3,"EGFR, MMP2, TERT",https://www.malacards.org/card/cervical_cancer,,,,
2.46,Dyskeratosis Congenita,"Skin diseases, Bone diseases, Immune diseases, Blood diseases, Neuronal diseases, Eye diseases, Genetic diseases, Rare diseases, Fetal diseases",154,2,"FANCA, TERT",https://www.malacards.org/card/dyskeratosis_congenita,Causative mutation,TERT,,
2.46,Cervical Squamous Cell Carcinoma,"Reproductive diseases, Rare diseases, Cancer diseases",394,4,"MMP2, APEX2, FANCA, EGFR",https://www.malacards.org/card/cervical_squamous_cell_carcinoma,,,Uterus,"APEX2, FANCA"
2.45,Paronychia,"Skin diseases, Infectious diseases",18,2,"EGFR, OLAH",https://www.malacards.org/card/paronychia,,,,
2.45,"Bleeding Disorder, Platelet-Type, 8","Bone diseases, Immune diseases, Blood diseases, Genetic diseases, Rare diseases",11,1,MED12L,https://www.malacards.org/card/bleeding_disorder_platelet_type_8,Causative mutation,MED12L,,
2.45,Diamond-Blackfan Anemia,"Bone diseases, Immune diseases, Blood diseases, Neuronal diseases, Metabolic diseases, Genetic diseases, Rare diseases, Fetal diseases",207,3,"FANCA, RPS16, TERT",https://www.malacards.org/card/diamond_blackfan_anemia,,,,
2.45,Visceral Heterotaxy,"Liver diseases, Immune diseases, Cardiovascular diseases, Respiratory diseases, Genetic diseases, Rare diseases, Fetal diseases",158,2,"CCDC39, DNAJB13",https://www.malacards.org/card/visceral_heterotaxy,Causative mutation,CCDC39,,
2.45,Head And Neck Cancer,"Endocrine diseases, Oral diseases, Smell/Taste diseases, Rare diseases, Cancer diseases",166,2,"PIK3CB, EGFR",https://www.malacards.org/card/head_and_neck_cancer,Causative mutation,EGFR,,
2.44,Wilms Tumor 1,"Nephrological diseases, Blood diseases, Genetic diseases, Rare diseases, Cancer diseases, Fetal diseases",217,3,"PIK3CB, EGFR, TERT",https://www.malacards.org/card/wilms_tumor_1,,,,
2.43,Situs Inversus,"Liver diseases, Cardiovascular diseases, Rare diseases, Fetal diseases",159,2,"DNAJB13, CCDC39",https://www.malacards.org/card/situs_inversus,Causative mutation,CCDC39,,
2.41,Pitt-Hopkins-Like Syndrome 2,"Muscle diseases, Neuronal diseases, Mental diseases, Genetic diseases, Rare diseases, Fetal diseases",14,1,NRXN1,https://www.malacards.org/card/pitt_hopkins_like_syndrome_2,"Causative mutation, Genetic tests",NRXN1,,
2.40,Perrault Syndrome 2,"Reproductive diseases, Endocrine diseases, Neuronal diseases, Ear diseases, Metabolic diseases, Genetic diseases, Rare diseases, Fetal diseases",8,1,RMND1,https://www.malacards.org/card/perrault_syndrome_2,Causative mutation,RMND1,,
2.40,Brain Glioblastoma Multiforme,"Neuronal diseases, Mental diseases, Cancer diseases",20,2,"EGFR, PIK3CB",https://www.malacards.org/card/brain_glioblastoma_multiforme,,,,
2.40,Rhabdomyosarcoma,"Bone diseases, Muscle diseases, Neuronal diseases, Respiratory diseases, Genetic diseases, Rare diseases, Cancer diseases",246,3,"TERT, EGFR, MMP2",https://www.malacards.org/card/rhabdomyosarcoma,,,,
2.38,Mixed Glioma,"Neuronal diseases, Cancer diseases",21,2,"TERT, EGFR",https://www.malacards.org/card/mixed_glioma,,,,
2.36,Pleural Mesothelioma,"Respiratory diseases, Rare diseases, Cancer diseases",21,2,"EGFR, MMP9",https://www.malacards.org/card/pleural_mesothelioma,,,,
2.36,Aplastic Anemia,"Bone diseases, Immune diseases, Blood diseases, Genetic diseases, Rare diseases",215,2,"TERT, FANCA",https://www.malacards.org/card/aplastic_anemia,"Causative mutation, Genetic tests",TERT,,
2.35,Early Infantile Epileptic Encephalopathy,"Muscle diseases, Neuronal diseases, Metabolic diseases, Rare diseases",192,2,"NRXN1, SNAP25",https://www.malacards.org/card/early_infantile_epileptic_encephalopathy,Causative mutation,SNAP25,,
2.34,Root Resorption,Oral diseases,23,2,"MMP9, MMP2",https://www.malacards.org/card/root_resorption,,,,
2.34,Idh-Wildtype Glioblastoma,"Neuronal diseases, Cancer diseases",23,2,"EGFR, TERT",https://www.malacards.org/card/idh_wildtype_glioblastoma,,,,
2.34,Developmental And Epileptic Encephalopathy,"Liver diseases, Muscle diseases, Neuronal diseases, Oral diseases, Mental diseases, Eye diseases, Respiratory diseases, Ear diseases, Metabolic diseases, Genetic diseases, Rare diseases, Cancer diseases, Fetal diseases",203,2,"NRXN1, SNAP25",https://www.malacards.org/card/developmental_and_epileptic_encephalopathy,Causative mutation,SNAP25,,
2.34,Cystic Fibrosis,"Gastrointestinal diseases, Liver diseases, Reproductive diseases, Respiratory diseases, Metabolic diseases, Genetic diseases, Rare diseases",406,3,"MMP9, EGFR, ADORA2B",https://www.malacards.org/card/cystic_fibrosis,,,,
2.34,Osteoporosis,"Bone diseases, Genetic diseases, Rare diseases, Fetal diseases",408,3,"CYP1A1, MMP9, TERT",https://www.malacards.org/card/osteoporosis,,,,
2.33,Neural Tube Defects,"Neuronal diseases, Mental diseases, Metabolic diseases, Genetic diseases, Rare diseases, Fetal diseases",573,4,"CYP1A1, BHMT2, WWC1, PTK7",https://www.malacards.org/card/neural_tube_defects,,,Amnion,"CYP1A1, WWC1"
2.32,Cerebral Artery Occlusion,"Neuronal diseases, Cardiovascular diseases",24,2,"PIK3CB, MMP9",https://www.malacards.org/card/cerebral_artery_occlusion,,,,
2.32,Methemoglobinemia And Ambiguous Genitalia,"Skin diseases, Reproductive diseases, Endocrine diseases, Genetic diseases",16,1,CYB5A,https://www.malacards.org/card/methemoglobinemia_and_ambiguous_genitalia,"Causative mutation, Genetic tests",CYB5A,,
2.31,Multiple Mitochondrial Dysfunctions Syndrome,"Neuronal diseases, Oral diseases, Mental diseases, Eye diseases, Respiratory diseases, Metabolic diseases, Genetic diseases, Rare diseases",16,1,ISCA2,https://www.malacards.org/card/multiple_mitochondrial_dysfunctions_syndrome,Causative mutation,ISCA2,,
2.31,Premature Menopause,"Reproductive diseases, Endocrine diseases",219,2,"PIK3CB, FANCA",https://www.malacards.org/card/premature_menopause,Causative mutation,FANCA,,
2.31,Azoospermia,Reproductive diseases,248,2,"FAHD1, FANCA",https://www.malacards.org/card/azoospermia,Causative mutation,FAHD1,,
2.30,Corneal Ulcer,"Neuronal diseases, Eye diseases, Infectious diseases",25,2,"MMP9, MMP2",https://www.malacards.org/card/corneal_ulcer,,,,
2.28,Myocardial Infarction,"Cardiovascular diseases, Genetic diseases",371,3,"PIK3CB, MMP9, MMP2",https://www.malacards.org/card/myocardial_infarction,,,,
2.27,Skin Papilloma,"Skin diseases, Cancer diseases",27,2,"EGFR, CCDC39",https://www.malacards.org/card/skin_papilloma,,,,
2.27,Gastroesophageal Adenocarcinoma,"Gastrointestinal diseases, Cancer diseases",27,2,"PIK3CB, EGFR",https://www.malacards.org/card/gastroesophageal_adenocarcinoma,,,,
2.27,Retinitis Pigmentosa 68,"Nephrological diseases, Liver diseases, Bone diseases, Neuronal diseases, Eye diseases, Ear diseases, Genetic diseases, Rare diseases",18,1,SLC7A14,https://www.malacards.org/card/retinitis_pigmentosa_68,"Causative mutation, Genetic tests",SLC7A14,,
2.27,"Spastic Paraplegia 12, Autosomal Dominant","Gastrointestinal diseases, Nephrological diseases, Skin diseases, Muscle diseases, Neuronal diseases, Oral diseases, Mental diseases, Eye diseases, Respiratory diseases, Ear diseases, Metabolic diseases, Genetic diseases, Rare diseases",18,1,RTN2,https://www.malacards.org/card/spastic_paraplegia_12_autosomal_dominant,"Causative mutation, Genetic tests",RTN2,,
2.25,Presynaptic Congenital Myasthenic Syndromes,"Muscle diseases, Neuronal diseases, Eye diseases, Respiratory diseases, Genetic diseases, Rare diseases, Fetal diseases",11,1,SNAP25,https://www.malacards.org/card/presynaptic_congenital_myasthenic_syndromes,Causative mutation,SNAP25,,
2.25,Inflammatory Bowel Disease,"Gastrointestinal diseases, Immune diseases, Blood diseases, Genetic diseases, Rare diseases, Infectious diseases",422,3,"MMP9, MMP2, EGFR",https://www.malacards.org/card/inflammatory_bowel_disease,,,,
2.24,Estrogen-Receptor Negative Breast Cancer,Cancer diseases,29,2,"EGFR, PIK3CB",https://www.malacards.org/card/estrogen_receptor_negative_breast_cancer,,,,
2.24,Malignant Peripheral Nerve Sheath Tumor,"Neuronal diseases, Rare diseases, Cancer diseases",38,2,"TERT, EGFR",https://www.malacards.org/card/malignant_peripheral_nerve_sheath_tumor,,,,
2.23,Childhood Medulloblastoma,"Neuronal diseases, Rare diseases, Cancer diseases",29,2,"TERT, EGFR",https://www.malacards.org/card/childhood_medulloblastoma,,,,
2.23,Hypopharynx Cancer,"Gastrointestinal diseases, Oral diseases, Rare diseases, Cancer diseases",29,2,"PIK3CB, EGFR",https://www.malacards.org/card/hypopharynx_cancer,,,,
2.23,Myelitis,"Neuronal diseases, Rare diseases",30,2,"MMP9, MMP2",https://www.malacards.org/card/myelitis,,,,
2.23,Human Cytomegalovirus Infection,Infectious diseases,30,2,"PIK3CB, EGFR",https://www.malacards.org/card/human_cytomegalovirus_infection,,,,
2.23,Epilepsy With Generalized Tonic-Clonic Seizures,Neuronal diseases,21,1,SNAP25,https://www.malacards.org/card/epilepsy_with_generalized_tonic_clonic_seizures,Causative mutation,SNAP25,,
2.22,Lip And Oral Cavity Cancer,"Oral diseases, Rare diseases, Cancer diseases",12,1,EGFR,https://www.malacards.org/card/lip_and_oral_cavity_cancer,Causative mutation,EGFR,,
2.22,Hepatocellular Adenoma,"Gastrointestinal diseases, Liver diseases, Rare diseases, Cancer diseases",30,2,"TERT, CYP1A1",https://www.malacards.org/card/hepatocellular_adenoma,,,,
2.22,Diffuse Astrocytoma,"Neuronal diseases, Rare diseases, Cancer diseases",31,2,"TERT, EGFR",https://www.malacards.org/card/diffuse_astrocytoma,,,,
2.22,"Fanconi Anemia, Complementation Group A","Nephrological diseases, Skin diseases, Bone diseases, Immune diseases, Blood diseases, Neuronal diseases, Mental diseases, Genetic diseases, Rare diseases, Cancer diseases, Fetal diseases",337,2,"FANCA, TERT",https://www.malacards.org/card/fanconi_anemia_complementation_group_a,"Causative mutation, Genetic tests",FANCA,,
2.21,Autosomal Dominant Cutis Laxa,"Gastrointestinal diseases, Nephrological diseases, Skin diseases, Bone diseases, Muscle diseases, Blood diseases, Neuronal diseases, Mental diseases, Eye diseases, Cardiovascular diseases, Respiratory diseases, Metabolic diseases, Genetic diseases, Rare diseases, Fetal diseases",29,2,"MFAP2, BHMT2",https://www.malacards.org/card/autosomal_dominant_cutis_laxa,,,,
2.21,Cholecystitis,"Gastrointestinal diseases, Nephrological diseases, Liver diseases, Rare diseases",31,2,"EGFR, GOT1",https://www.malacards.org/card/cholecystitis,,,,
2.21,"Dyskeratosis Congenita, Autosomal Dominant 2","Skin diseases, Bone diseases, Immune diseases, Blood diseases, Neuronal diseases, Eye diseases, Genetic diseases, Rare diseases, Fetal diseases",17,1,TERT,https://www.malacards.org/card/dyskeratosis_congenita_autosomal_dominant_2,"Causative mutation, Genetic tests",TERT,,
2.21,"Albinism, Oculocutaneous, Type Iii","Skin diseases, Neuronal diseases, Eye diseases, Metabolic diseases, Genetic diseases, Rare diseases",21,1,TYRP1,https://www.malacards.org/card/albinism_oculocutaneous_type_iii,"Causative mutation, Genetic tests",TYRP1,,
2.21,Tongue Squamous Cell Carcinoma,"Gastrointestinal diseases, Oral diseases, Smell/Taste diseases, Cancer diseases",329,3,"PIK3CB, MMP9, TYRP1",https://www.malacards.org/card/tongue_squamous_cell_carcinoma,,,Oral Cavity,"MMP9, TYRP1"
2.20,Short Syndrome,"Skin diseases, Endocrine diseases, Neuronal diseases, Eye diseases, Cardiovascular diseases, Genetic diseases, Rare diseases, Fetal diseases",31,2,"EGFR, PIK3CB",https://www.malacards.org/card/short_syndrome,,,,
2.20,Pelvic Inflammatory Disease,"Nephrological diseases, Reproductive diseases, Infectious diseases",32,2,"MMP2, MMP9",https://www.malacards.org/card/pelvic_inflammatory_disease,,,,
2.20,Lung Benign Neoplasm,"Respiratory diseases, Cancer diseases",32,2,"EGFR, TERT",https://www.malacards.org/card/lung_benign_neoplasm,,,,
2.20,Breast Benign Neoplasm,Cancer diseases,32,2,"EGFR, TERT",https://www.malacards.org/card/breast_benign_neoplasm,,,,
2.20,Adenomyosis,"Reproductive diseases, Rare diseases",32,2,"MMP9, MMP2",https://www.malacards.org/card/adenomyosis,,,,
2.20,"Pontocerebellar Hypoplasia, Type 2d","Muscle diseases, Blood diseases, Neuronal diseases, Mental diseases, Eye diseases, Respiratory diseases, Metabolic diseases, Genetic diseases, Rare diseases, Fetal diseases",20,1,VPS53,https://www.malacards.org/card/pontocerebellar_hypoplasia_type_2d_2,Causative mutation,VPS53,,
