"Category","Subcategory","Enrichment","P-value","P-adjusted","Q-value","Observed","miRNAs/precursors"
"Annotations derived over miRTarBase (Gene Ontology)","antibacterial humoral response GO0019731","enriched","0.0055657","0.0055657","0.237114","5","hsa-miR-4722-3p; hsa-miR-6769b-5p; hsa-miR-5587-5p; hsa-miR-412-3p; hsa-miR-218-2-3p"
"Annotations derived over miRTarBase (Gene Ontology)","innate immune response in mucosa GO0002227","enriched","0.0055657","0.0055657","0.237114","5","hsa-miR-4722-3p; hsa-miR-6769b-5p; hsa-miR-5587-5p; hsa-miR-412-3p; hsa-miR-218-2-3p"
"Annotations derived over miRTarBase (Gene Ontology)","plasma membrane to endosome transport GO0048227","enriched","0.0055657","0.0055657","0.237114","5","hsa-miR-6769b-5p; hsa-miR-4282; hsa-miR-6722-3p; hsa-miR-5587-5p; hsa-miR-218-2-3p"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of vascular endothelial growth factor signaling pathway GO1900748","enriched","0.0055657","0.0055657","0.237114","5","hsa-miR-4722-3p; hsa-miR-6769b-5p; hsa-miR-6722-3p; hsa-miR-4524b-5p; hsa-miR-218-2-3p"
"Pathways (KEGG)","Cholinergic synapse","enriched","0.0057745","0.0057745","0.207753","19","hsa-miR-3130-3p; hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-6769b-5p; hsa-miR-4282; hsa-miR-6722-3p; hsa-miR-4524b-5p; hsa-miR-7854-3p; hsa-miR-412-3p; hsa-miR-218-2-3p; hsa-miR-371b-5p; hsa-miR-548h-5p; hsa-miR-5591-5p; hsa-miR-5585-3p; hsa-miR-6847-3p; hsa-miR-4741; hsa-miR-1253; hsa-miR-6802-3p; hsa-miR-4749-5p"
"Annotations derived over miRTarBase (Gene Ontology)","RNA polymerase II activity GO0001055","enriched","0.006105","0.006105","0.237114","3","hsa-miR-4722-3p; hsa-miR-6769b-5p; hsa-miR-6722-3p"
"Annotations derived over miRTarBase (Gene Ontology)","cell growth involved in cardiac muscle cell development GO0061049","enriched","0.006105","0.006105","0.237114","3","hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-6722-3p"
"Annotations derived over miRTarBase (Gene Ontology)","establishment of epithelial cell polarity GO0090162","enriched","0.006105","0.006105","0.237114","3","hsa-miR-6829-3p; hsa-miR-6769b-5p; hsa-miR-6722-3p"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of fibroblast growth factor receptor signaling pathway GO0045743","enriched","0.006105","0.006105","0.237114","3","hsa-miR-4722-3p; hsa-miR-4282; hsa-miR-6722-3p"
"Annotations derived over miRTarBase (Gene Ontology)","syndecan binding GO0045545","enriched","0.006105","0.006105","0.237114","3","hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-6722-3p"
"Annotations derived over miRTarBase (Gene Ontology)","vesicle targeting GO0006903","enriched","0.006105","0.006105","0.237114","3","hsa-miR-6829-3p; hsa-miR-6769b-5p; hsa-miR-6722-3p"
"Target genes (miRTarBase)","MEX3A","enriched","0.006105","0.006105","0.276668","3","hsa-miR-6829-3p; hsa-miR-6769b-5p; hsa-miR-6722-3p"
"Target genes (miRTarBase)","PDLIM5","enriched","0.006105","0.006105","0.276668","3","hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-6722-3p"
"Target genes (miRTarBase)","POC1A","enriched","0.006105","0.006105","0.276668","3","hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-6722-3p"
"Target genes (miRTarBase)","POLR2E","enriched","0.006105","0.006105","0.276668","3","hsa-miR-4722-3p; hsa-miR-6769b-5p; hsa-miR-6722-3p"
"Target genes (miRTarBase)","TMEM151A","enriched","0.006105","0.006105","0.276668","3","hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-6722-3p"
"Annotations derived over miRTarBase (Gene Ontology)","GBAF complex GO0140288","enriched","0.0061265","0.0061265","0.237114","7","hsa-miR-3130-3p; hsa-miR-6769b-5p; hsa-miR-4282; hsa-miR-6722-3p; hsa-miR-7854-3p; hsa-miR-412-3p; hsa-miR-4741"
"Annotations derived over miRTarBase (Gene Ontology)","gamma-tubulin binding GO0043015","enriched","0.0061265","0.0061265","0.237114","7","hsa-miR-6829-3p; hsa-miR-4282; hsa-miR-6722-3p; hsa-miR-4524b-5p; hsa-miR-5587-5p; hsa-miR-412-3p; hsa-miR-7703"
"Annotations derived over miRTarBase (Gene Ontology)","glucose metabolic process GO0006006","enriched","0.0061265","0.0061265","0.237114","7","hsa-miR-3130-3p; hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-6769b-5p; hsa-miR-6722-3p; hsa-miR-6847-3p; hsa-miR-7151-5p"
"Annotations derived over miRTarBase (Gene Ontology)","phosphatidylinositol-4-phosphate binding GO0070273","enriched","0.0061265","0.0061265","0.237114","7","hsa-miR-6829-3p; hsa-miR-6769b-5p; hsa-miR-4282; hsa-miR-6722-3p; hsa-miR-4524b-5p; hsa-miR-412-3p; hsa-miR-7703"
"Annotations derived over miRTarBase (Gene Ontology)","4 iron, 4 sulfur cluster binding GO0051539","enriched","0.0061538","0.0061538","0.237114","4","hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-6722-3p; hsa-miR-5587-5p"
"Annotations derived over miRTarBase (Gene Ontology)","GTP metabolic process GO0046039","enriched","0.0061538","0.0061538","0.237114","4","hsa-miR-3130-3p; hsa-miR-6829-3p; hsa-miR-4282; hsa-miR-5587-5p"
"Annotations derived over miRTarBase (Gene Ontology)","TORC2 signaling GO0038203","enriched","0.0061538","0.0061538","0.237114","4","hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-6769b-5p; hsa-miR-5587-5p"
"Annotations derived over miRTarBase (Gene Ontology)","cellular response to glucocorticoid stimulus GO0071385","enriched","0.0061538","0.0061538","0.237114","4","hsa-miR-3130-3p; hsa-miR-6829-3p; hsa-miR-4282; hsa-miR-5587-5p"
"Annotations derived over miRTarBase (Gene Ontology)","cellular response to platelet-derived growth factor stimulus GO0036120","enriched","0.0061538","0.0061538","0.237114","4","hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-6722-3p; hsa-miR-5587-5p"
"Annotations derived over miRTarBase (Gene Ontology)","lung development GO0030324","enriched","0.0061538","0.0061538","0.237114","4","hsa-miR-6769b-5p; hsa-miR-4524b-5p; hsa-miR-7854-3p; hsa-miR-5587-5p"
"Annotations derived over miRTarBase (Gene Ontology)","muscle structure development GO0061061","enriched","0.0061538","0.0061538","0.237114","4","hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-6722-3p; hsa-miR-5587-5p"
"Pathways (KEGG)","Transcriptional misregulation in cancer","enriched","0.0061538","0.0061538","0.207753","24","hsa-miR-3130-3p; hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-6769b-5p; hsa-miR-4282; hsa-miR-6722-3p; hsa-miR-4524b-5p; hsa-miR-7854-3p; hsa-miR-5587-5p; hsa-miR-412-3p; hsa-miR-218-2-3p; hsa-miR-449c-3p; hsa-miR-371b-5p; hsa-miR-548h-5p; hsa-miR-5591-5p; hsa-miR-5585-3p; hsa-miR-6847-3p; hsa-miR-4741; hsa-miR-1227-5p; hsa-miR-7151-5p; hsa-miR-1253; hsa-miR-7703; hsa-miR-1229-3p; hsa-miR-4749-5p"
"Pathways (KEGG)","Hedgehog signaling pathway","enriched","0.0062615","0.0062615","0.207753","10","hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-6769b-5p; hsa-miR-4282; hsa-miR-4524b-5p; hsa-miR-7854-3p; hsa-miR-5587-5p; hsa-miR-548h-5p; hsa-miR-1253; hsa-miR-7703"
"Annotations derived over miRTarBase (Gene Ontology)","protein polyubiquitination GO0000209","enriched","0.0064132","0.0064132","0.237114","17","hsa-miR-3130-3p; hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-6769b-5p; hsa-miR-4282; hsa-miR-4524b-5p; hsa-miR-7854-3p; hsa-miR-5587-5p; hsa-miR-412-3p; hsa-miR-218-2-3p; hsa-miR-371b-5p; hsa-miR-548h-5p; hsa-miR-5591-5p; hsa-miR-660-5p; hsa-miR-1253; hsa-miR-6802-3p; hsa-miR-7703"
"Annotations derived over miRTarBase (Gene Ontology)","enzyme activator activity GO0008047","enriched","0.0067833","0.0067833","0.237114","13","hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-6769b-5p; hsa-miR-4282; hsa-miR-4524b-5p; hsa-miR-7854-3p; hsa-miR-5587-5p; hsa-miR-412-3p; hsa-miR-218-2-3p; hsa-miR-371b-5p; hsa-miR-1253; hsa-miR-7703; hsa-miR-1229-3p"
"Annotations derived over miRTarBase (Gene Ontology)","regulation of G1S transition of mitotic cell cycle GO2000045","enriched","0.0067833","0.0067833","0.237114","15","hsa-miR-3130-3p; hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-6769b-5p; hsa-miR-4282; hsa-miR-6722-3p; hsa-miR-7854-3p; hsa-miR-412-3p; hsa-miR-218-2-3p; hsa-miR-371b-5p; hsa-miR-548h-5p; hsa-miR-5591-5p; hsa-miR-4741; hsa-miR-7151-5p; hsa-miR-1229-3p"
"Annotations derived over miRTarBase (Gene Ontology)","actin filament polymerization GO0030041","enriched","0.0067845","0.0067845","0.237114","6","hsa-miR-4722-3p; hsa-miR-6769b-5p; hsa-miR-4282; hsa-miR-6722-3p; hsa-miR-5587-5p; hsa-miR-371b-5p"
"Annotations derived over miRTarBase (Gene Ontology)","multivesicular body sorting pathway GO0071985","enriched","0.0067845","0.0067845","0.237114","6","hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-7854-3p; hsa-miR-5587-5p; hsa-miR-412-3p; hsa-miR-371b-5p"
"Annotations derived over miRTarBase (Gene Ontology)","plasma membrane repair GO0001778","enriched","0.0067845","0.0067845","0.237114","6","hsa-miR-3130-3p; hsa-miR-4722-3p; hsa-miR-7854-3p; hsa-miR-5587-5p; hsa-miR-412-3p; hsa-miR-371b-5p"
"Annotations derived over miRTarBase (Gene Ontology)","transcription by RNA polymerase III GO0006383","enriched","0.0067845","0.0067845","0.237114","6","hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-4282; hsa-miR-7854-3p; hsa-miR-412-3p; hsa-miR-371b-5p"
"Annotations derived over miRTarBase (Gene Ontology)","L-glutamine transmembrane transporter activity GO0015186","enriched","0.0072623","0.0072623","0.237114","6","hsa-miR-3130-3p; hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-6769b-5p; hsa-miR-371b-5p; hsa-miR-6847-3p"
"Annotations derived over miRTarBase (Gene Ontology)","glutamine transport GO0006868","enriched","0.0072623","0.0072623","0.237114","6","hsa-miR-3130-3p; hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-6769b-5p; hsa-miR-371b-5p; hsa-miR-6847-3p"
"Annotations derived over miRTarBase (Gene Ontology)","Hsp90 protein binding GO0051879","enriched","0.0072955","0.0072955","0.237114","5","hsa-miR-3130-3p; hsa-miR-6769b-5p; hsa-miR-4282; hsa-miR-6722-3p; hsa-miR-1253"
"Annotations derived over miRTarBase (Gene Ontology)","detection of calcium ion GO0005513","enriched","0.0072955","0.0072955","0.237114","5","hsa-miR-3130-3p; hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-6722-3p; hsa-miR-1253"
"Annotations derived over miRTarBase (Gene Ontology)","heparan sulfate proteoglycan binding GO0043395","enriched","0.0072955","0.0072955","0.237114","5","hsa-miR-3130-3p; hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-6722-3p; hsa-miR-371b-5p"
"Annotations derived over miRTarBase (Gene Ontology)","stem cell population maintenance GO0019827","enriched","0.0072955","0.0072955","0.237114","5","hsa-miR-6829-3p; hsa-miR-6769b-5p; hsa-miR-4282; hsa-miR-6722-3p; hsa-miR-371b-5p"
"Pathways (KEGG)","Mannose type O-glycan biosynthesis","enriched","0.0072955","0.0072955","0.207753","5","hsa-miR-3130-3p; hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-6722-3p; hsa-miR-7703"
"Annotations derived over miRTarBase (Gene Ontology)","3-dehydrosphinganine reductase activity GO0047560","enriched","0.0079365","0.0079365","0.237114","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Annotations derived over miRTarBase (Gene Ontology)","3-keto-sphinganine metabolic process GO0006666","enriched","0.0079365","0.0079365","0.237114","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Annotations derived over miRTarBase (Gene Ontology)","3 iron, 4 sulfur cluster binding GO0051538","enriched","0.0079365","0.0079365","0.237114","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Annotations derived over miRTarBase (Gene Ontology)","5-nucleotidase activity GO0008253","enriched","0.0079365","0.0079365","0.237114","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Annotations derived over miRTarBase (Gene Ontology)","ANPR-A receptor complex GO1990620","enriched","0.0079365","0.0079365","0.237114","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Annotations derived over miRTarBase (Gene Ontology)","Barr body GO0001740","enriched","0.0079365","0.0079365","0.237114","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Annotations derived over miRTarBase (Gene Ontology)","C-X-C chemokine binding GO0019958","enriched","0.0079365","0.0079365","0.237114","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Annotations derived over miRTarBase (Gene Ontology)","Ctf18 RFC-like complex GO0031390","enriched","0.0079365","0.0079365","0.237114","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Annotations derived over miRTarBase (Gene Ontology)","DNA 5-adenosine monophosphate hydrolase activity GO0033699","enriched","0.0079365","0.0079365","0.237114","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Annotations derived over miRTarBase (Gene Ontology)","DNA clamp loader activity GO0003689","enriched","0.0079365","0.0079365","0.237114","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Annotations derived over miRTarBase (Gene Ontology)","DNA geometric change GO0032392","enriched","0.0079365","0.0079365","0.237114","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Annotations derived over miRTarBase (Gene Ontology)","DNA replication factor C complex GO0005663","enriched","0.0079365","0.0079365","0.237114","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Annotations derived over miRTarBase (Gene Ontology)","DNA topoisomerase type I single strand cut, ATP-independent activity GO0003917","enriched","0.0079365","0.0079365","0.237114","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Annotations derived over miRTarBase (Gene Ontology)","DNA topological change GO0006265","enriched","0.0079365","0.0079365","0.237114","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Annotations derived over miRTarBase (Gene Ontology)","GMP 5-nucleotidase activity GO0050484","enriched","0.0079365","0.0079365","0.237114","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Annotations derived over miRTarBase (Gene Ontology)","GMP metabolic process GO0046037","enriched","0.0079365","0.0079365","0.237114","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Annotations derived over miRTarBase (Gene Ontology)","GPI anchor binding GO0034235","enriched","0.0079365","0.0079365","0.237114","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Annotations derived over miRTarBase (Gene Ontology)","G protein-coupled receptor kinase activity GO0004703","enriched","0.0079365","0.0079365","0.237114","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Annotations derived over miRTarBase (Gene Ontology)","H4K20me3 modified histone binding GO1990889","enriched","0.0079365","0.0079365","0.237114","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Annotations derived over miRTarBase (Gene Ontology)","IMP 5-nucleotidase activity GO0050483","enriched","0.0079365","0.0079365","0.237114","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Annotations derived over miRTarBase (Gene Ontology)","IMP catabolic process GO0006204","enriched","0.0079365","0.0079365","0.237114","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Annotations derived over miRTarBase (Gene Ontology)","JUN kinase kinase kinase activity GO0004706","enriched","0.0079365","0.0079365","0.237114","2","hsa-miR-3130-3p; hsa-miR-6829-3p"
"Annotations derived over miRTarBase (Gene Ontology)","L-cystine transmembrane transporter activity GO0015184","enriched","0.0079365","0.0079365","0.237114","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Annotations derived over miRTarBase (Gene Ontology)","Mre11 complex GO0030870","enriched","0.0079365","0.0079365","0.237114","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Annotations derived over miRTarBase (Gene Ontology)","NADPH dehydrogenase quinone activity GO0003955","enriched","0.0079365","0.0079365","0.237114","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Annotations derived over miRTarBase (Gene Ontology)","RAGE receptor binding GO0050786","enriched","0.0079365","0.0079365","0.237114","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Annotations derived over miRTarBase (Gene Ontology)","RecQ family helicase-topoisomerase III complex GO0031422","enriched","0.0079365","0.0079365","0.237114","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Annotations derived over miRTarBase (Gene Ontology)","Ric1-Rgp1 guanyl-nucleotide exchange factor complex GO0034066","enriched","0.0079365","0.0079365","0.237114","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Annotations derived over miRTarBase (Gene Ontology)","T-helper 1 cell activation GO0035711","enriched","0.0079365","0.0079365","0.237114","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Annotations derived over miRTarBase (Gene Ontology)","T-helper 1 cell differentiation GO0045063","enriched","0.0079365","0.0079365","0.237114","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Annotations derived over miRTarBase (Gene Ontology)","VDJ recombination GO0033151","enriched","0.0079365","0.0079365","0.237114","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Annotations derived over miRTarBase (Gene Ontology)","aconitate hydratase activity GO0003994","enriched","0.0079365","0.0079365","0.237114","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Annotations derived over miRTarBase (Gene Ontology)","adenosine metabolic process GO0046085","enriched","0.0079365","0.0079365","0.237114","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Annotations derived over miRTarBase (Gene Ontology)","allantoin metabolic process GO0000255","enriched","0.0079365","0.0079365","0.237114","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Annotations derived over miRTarBase (Gene Ontology)","alphav-beta3 integrin-HMGB1 complex GO0035868","enriched","0.0079365","0.0079365","0.237114","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Annotations derived over miRTarBase (Gene Ontology)","alternative mRNA splicing, via spliceosome GO0000380","depleted","0.0079365","0.0079365","0.237114","2","hsa-miR-7703; hsa-miR-1229-3p"
"Annotations derived over miRTarBase (Gene Ontology)","amino acid metabolic process GO0006520","enriched","0.0079365","0.0079365","0.237114","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Annotations derived over miRTarBase (Gene Ontology)","aspartate-tRNAAsn ligase activity GO0050560","enriched","0.0079365","0.0079365","0.237114","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Annotations derived over miRTarBase (Gene Ontology)","aspartate-tRNA ligase activity GO0004815","enriched","0.0079365","0.0079365","0.237114","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Annotations derived over miRTarBase (Gene Ontology)","aspartyl-tRNA aminoacylation GO0006422","enriched","0.0079365","0.0079365","0.237114","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Annotations derived over miRTarBase (Gene Ontology)","beta-adrenergic receptor kinase activity GO0047696","enriched","0.0079365","0.0079365","0.237114","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Annotations derived over miRTarBase (Gene Ontology)","beta-glucuronidase activity GO0004566","enriched","0.0079365","0.0079365","0.237114","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Annotations derived over miRTarBase (Gene Ontology)","branched-chain amino acid metabolic process GO0009081","enriched","0.0079365","0.0079365","0.237114","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Annotations derived over miRTarBase (Gene Ontology)","cellular response to fibroblast growth factor stimulus GO0044344","enriched","0.0079365","0.0079365","0.237114","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Annotations derived over miRTarBase (Gene Ontology)","cerebellar Purkinje cell differentiation GO0021702","enriched","0.0079365","0.0079365","0.237114","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Annotations derived over miRTarBase (Gene Ontology)","chondrocyte proliferation GO0035988","enriched","0.0079365","0.0079365","0.237114","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Annotations derived over miRTarBase (Gene Ontology)","chromosomal region GO0098687","enriched","0.0079365","0.0079365","0.237114","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Annotations derived over miRTarBase (Gene Ontology)","chromosome separation GO0051304","enriched","0.0079365","0.0079365","0.237114","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Annotations derived over miRTarBase (Gene Ontology)","cilium disassembly GO0061523","enriched","0.0079365","0.0079365","0.237114","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Annotations derived over miRTarBase (Gene Ontology)","dGMP metabolic process GO0046054","enriched","0.0079365","0.0079365","0.237114","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Annotations derived over miRTarBase (Gene Ontology)","deactivation of mitotic spindle assembly checkpoint GO1902426","enriched","0.0079365","0.0079365","0.237114","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Annotations derived over miRTarBase (Gene Ontology)","deoxyribonuclease II activity GO0004531","enriched","0.0079365","0.0079365","0.237114","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Annotations derived over miRTarBase (Gene Ontology)","desensitization of G protein-coupled receptor signaling pathway GO0002029","enriched","0.0079365","0.0079365","0.237114","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Annotations derived over miRTarBase (Gene Ontology)","dihydronicotinamide riboside quinone reductase activity GO0001512","enriched","0.0079365","0.0079365","0.237114","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
"Annotations derived over miRTarBase (Gene Ontology)","dipeptidase activity GO0016805","enriched","0.0079365","0.0079365","0.237114","2","hsa-miR-4722-3p; hsa-miR-6829-3p"
